train_tp,train_fp,train_fn,train_ignored_pred,train_precision,train_recall,train_f1,train_n_images,val_tp,val_fp,val_fn,val_ignored_pred,val_precision,val_recall,val_f1,val_n_images,test_tp,test_fp,test_fn,test_ignored_pred,test_precision,test_recall,test_f1,test_n_images,cell_line,combo_id,threshold_factor,morph_close_kernel,min_area,max_area,merge_distance
12891,2703,7680,234,0.8266641015775298,0.6266588887268485,0.712899211945251,100,6881,1700,3684,152,0.8018878918540963,0.6513014671083767,0.7187924370625718,50,6541,2212,3945,144,0.7472866445790015,0.623784093076483,0.6799729715681688,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.2625222843539818,5.0,16.0,592.0,3.697089110510541
13926,2655,6645,548,0.8398769676135336,0.6769724369257692,0.7496770025839793,100,7195,1619,3370,261,0.8163149534830951,0.6810222432560341,0.7425563754579699,50,7088,2122,3398,233,0.7695982627578719,0.6759488842265878,0.7197400487408611,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.9478527845042276,7.0,5.0,907.0,5.464481198575318
14062,2536,6509,430,0.847210507290035,0.6835836857712313,0.7566520487503027,100,7440,1627,3125,256,0.8205580677180986,0.7042120208234738,0.7579462102689487,50,7330,1988,3156,254,0.7866494955999142,0.6990272744611864,0.7402544940416077,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.12803197663398,5.0,9.0,429.0,8.191520514062503
10085,4000,10486,829,0.7160099396521121,0.49025326916532985,0.582006001846722,100,4704,1829,5861,276,0.7200367365681922,0.44524372929484146,0.5502397941279682,50,4605,2275,5881,275,0.6693313953488372,0.4391569711996948,0.530346654382126,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,15.0,1.0,456.0,0.0
11603,3271,8968,158,0.7800860562054592,0.5640464731904137,0.6547044717167443,100,6205,2049,4360,104,0.7517567240126,0.5873166114529106,0.6594399277326106,50,5737,2565,4749,108,0.6910383040231269,0.54711043295823,0.6107089631679795,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.5215377674829325,1.0,15.0,409.0,14.3814321573473
10501,1306,10070,73,0.8893876513932413,0.5104759126926255,0.64865031811724,100,5470,872,5095,32,0.8625039419741406,0.5177472787505916,0.6470692612527356,50,5307,1069,5179,35,0.8323400250941029,0.5061033759298111,0.6294626971889455,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.0967478030748137,13.0,18.0,894.0,12.083893411859439
13621,3042,6950,313,0.817439836764088,0.6621457391473433,0.7316431218778535,100,7262,1853,3303,209,0.7967087218869995,0.6873639375295788,0.7380081300813008,50,7028,2258,3458,165,0.7568382511307344,0.6702269692923899,0.7109043091240138,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.8434288508752387,1.0,23.0,505.0,6.339655128683737
9615,1075,10956,17,0.8994387277829747,0.4674055709493948,0.6151434694987364,100,5181,751,5384,11,0.8733985165205664,0.4903928064363464,0.6281142025822877,50,4890,863,5596,9,0.8499913088823222,0.4663360671371352,0.6022538333641234,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.114070476804123,9.0,30.0,490.0,19.364704683962607
15292,4860,5279,1116,0.758832870186582,0.743376598123572,0.7510252191636176,100,7837,2832,2728,616,0.7345580654231887,0.7417889256980597,0.7381557878873505,50,7891,3477,2595,555,0.6941414496833216,0.7525271790959375,0.7221561270248009,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,8.0,499.0,0.0
9477,951,11094,53,0.9088032220943614,0.46069709785620533,0.6114390786799574,100,4995,684,5570,31,0.8795562599049128,0.4727875059157596,0.6149963063284906,50,4518,828,5968,20,0.8451178451178452,0.43086019454510777,0.5707427993936331,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,15.0,13.0,502.0,0.0
15842,6691,4729,1764,0.7030577375404962,0.7701132662486024,0.7350593912397921,100,8171,3841,2394,994,0.6802364302364302,0.7734027449124468,0.7238339903441555,50,8189,4771,2297,974,0.6318672839506173,0.7809460232691208,0.6985413290113452,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,4.0,489.0,6.288982617342343
14518,5995,6053,478,0.7077463072198118,0.7057508142530747,0.7067471521760296,100,7690,3643,2875,330,0.6785493690990911,0.7278750591575959,0.7023472463238652,50,7597,4677,2889,377,0.6189506273423497,0.7244897959183674,0.6675746924428823,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.0813060373238172,1.0,1.0,904.0,16.59536113708199
14126,3202,6445,529,0.8152123730378578,0.6866948616985076,0.745455025198554,100,7251,1873,3314,309,0.7947172292854011,0.6863227638428774,0.7365534054548225,50,7388,2207,3098,281,0.7699843668577384,0.7045584588975777,0.7358199292863902,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,18.0,431.0,0.0
8907,1477,11664,66,0.8577619414483821,0.43298818725390115,0.5754805362623162,100,4159,693,6406,23,0.8571723000824403,0.39365830572645527,0.5395342803398846,50,4131,891,6355,19,0.8225806451612904,0.3939538432195308,0.5327572865617746,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,15.0,19.0,430.0,8.143336282508137
13786,4330,6785,698,0.7609847648487524,0.6701667395848525,0.7126941866776954,100,7301,2743,3264,413,0.7269016328156113,0.6910553715097019,0.7085254015236062,50,6824,3447,3662,424,0.6643948982572291,0.6507724585161168,0.6575131281013634,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,1.0,7.0,433.0,0.0
14806,3908,5765,679,0.7911723843112108,0.7197511059258179,0.7537737049764541,100,7587,2275,2978,363,0.7693165686473332,0.7181258873639376,0.7428403583492437,50,7661,2823,2825,351,0.7307325448302174,0.7305931718481785,0.7306628516928946,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,12.0,498.0,10.332029171985369
11769,2379,8802,904,0.8318490245971162,0.5721160857517865,0.6779573144387799,100,6253,1621,4312,391,0.7941325882651765,0.591859914813062,0.6782363468734747,50,5950,2077,4536,376,0.7412482870312694,0.5674232309746329,0.642791551882461,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,15.0,1.0,903.0,0.0
16229,10471,4342,1919,0.6078277153558053,0.788926158183851,0.6866366271075289,100,8448,5898,2117,1189,0.588874947720619,0.799621391386654,0.6782545863273253,50,8460,7316,2026,1237,0.5362576064908722,0.806790005721915,0.6442769019876627,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,1.0,426.0,12.454098682396134
15287,5011,5284,971,0.7531283870332053,0.7431335375042536,0.7480975800729159,100,7846,2977,2719,525,0.7249376328189966,0.742640795078088,0.7336824387507014,50,7910,3736,2576,495,0.6792031598832217,0.7543391188251002,0.714802096511838,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,10.0,902.0,0.0
16900,12902,3671,3392,0.5670760351654252,0.8215448932963881,0.6709943819109444,100,8816,7473,1749,2173,0.5412241389895022,0.8344533838144818,0.6565874730021598,50,8835,9073,1651,2206,0.493354925173107,0.8425519740606523,0.6223145735014439,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,1.0,503.0,9.14854259632915
14325,3438,6246,566,0.8064516129032258,0.6963686743473823,0.7473783064642354,100,7377,2018,3188,325,0.7852048962213943,0.698248935163275,0.7391783567134268,50,7491,2459,2995,293,0.7528643216080402,0.7143810795346176,0.7331180270111568,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,17.0,495.0,0.295073804774755
17405,25135,3166,9705,0.40914433474377054,0.8460940158475524,0.5515678724786487,100,9076,14929,1489,5826,0.37808789835450946,0.8590629436819688,0.5250795487416835,50,9087,17148,1399,5941,0.34636935391652374,0.8665840167842838,0.49492116227771576,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,1.0,891.0,0.0
13123,4010,7448,396,0.7659487538668067,0.6379369014632249,0.6961065138977297,100,7018,2517,3547,246,0.7360251704247509,0.6642688121154756,0.6983084577114428,50,6445,3144,4041,262,0.6721243091041819,0.6146290291817662,0.6420921544209215,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,1.0,10.0,903.0,8.605080911473909
13155,3950,7416,471,0.769073370359544,0.6394924894268631,0.6983225395477227,100,7038,2485,3527,293,0.7390528194896566,0.6661618551822054,0.7007168458781362,50,6472,3117,4014,300,0.6749400354572949,0.6172038909021552,0.6447820672478207,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,1.0,10.0,490.0,0.0
14129,3243,6442,486,0.8133202855169238,0.6868406980700987,0.744748702000369,100,7284,1904,3281,286,0.7927731824118416,0.6894462849029815,0.7375082265984914,50,7397,2302,3089,254,0.7626559439117435,0.7054167461377074,0.7329204855090413,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,19.0,496.0,8.287999905390205
14405,3732,6166,472,0.7942327838120968,0.7002576442564775,0.7442905859253901,100,7394,2176,3171,261,0.7726227795193312,0.6998580217699952,0.7344425130370003,50,7424,2696,3062,258,0.733596837944664,0.7079916078580966,0.7205668251965447,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,12.0,489.0,13.535882310196083
11920,2525,8651,325,0.8251990308065075,0.5794565164552039,0.6808316198309344,100,5754,1253,4811,139,0.8211788211788211,0.5446284902981543,0.65490553152743,50,5798,1525,4688,138,0.7917520142018298,0.5529277131413313,0.6511314503902521,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,9.0,8.0,490.0,11.986069437637196
17406,25155,3165,9706,0.40896595474730385,0.846142627971416,0.5514160805930431,100,9077,14944,1488,5828,0.3778776903542733,0.8591575958353053,0.5248944659688891,50,9088,17163,1398,5942,0.3461963353776999,0.8666793820331871,0.4947600511745652,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,1.0,907.0,0.0
14754,3857,5817,723,0.7927569716834131,0.7172232754849059,0.7531009136848553,100,7587,2247,2978,405,0.7715070164734594,0.7181258873639376,0.7438599931369185,50,7654,2751,2832,376,0.7356078808265257,0.7299256151058554,0.7327557321334546,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,13.0,493.0,6.926528416406014
12279,2770,8292,375,0.8159346135955877,0.5969082689222692,0.689444132509826,100,5985,1412,4580,155,0.8091118020819251,0.5664931377188831,0.666406858924396,50,6009,1810,4477,156,0.7685125975188644,0.5730497806599275,0.6565419284348538,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,9.0,8.0,902.0,4.300200572686833
14642,3762,5929,688,0.7955879156705065,0.7117787176121725,0.7513534316869789,100,7538,2203,3027,390,0.7738425213017144,0.7134879318504496,0.7424406579336157,50,7609,2696,2877,354,0.7383794274623969,0.725634178905207,0.7319513250925881,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,14.0,500.0,4.370655518266093
14367,4758,6204,859,0.7512156862745099,0.6984103835496572,0.723851269649335,100,7708,2936,2857,488,0.7241638481773769,0.7295787979176527,0.726861238153614,50,7348,3892,3138,522,0.6537366548042705,0.7007438489414457,0.6764245604345024,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,7.0,1.0,903.0,9.576357675011852
11397,2555,9174,137,0.8168721330275229,0.5540323756744933,0.6602554818526779,100,6145,1564,4420,97,0.7971202490595408,0.5816374822527213,0.6725402210791288,50,5539,2091,4947,95,0.7259501965923985,0.5282281136753767,0.6115036431883418,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,7.0,15.0,496.0,6.75125062652532
14184,3279,6387,490,0.8122315753306992,0.6895143648826018,0.7458589682915286,100,7302,1934,3263,280,0.7906019922044175,0.6911500236630383,0.7375385081561537,50,7417,2337,3069,256,0.7604059872872667,0.7073240511157735,0.732905138339921,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,18.0,488.0,9.977670016764302
12588,3570,7983,333,0.779056813962124,0.61192941519615,0.6854529118680062,100,6755,2246,3810,202,0.7504721697589157,0.6393752957879791,0.6904834917714403,50,6132,2835,4354,221,0.6838407494145199,0.5847797062750334,0.6304426052536883,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,1.6,1.0,13.0,428.0,4.493499300400196
14847,3953,5724,772,0.7897340425531915,0.7217442030042293,0.7542099514871352,100,7627,2296,2938,422,0.7686183613826464,0.7219119734973971,0.7445333853963295,50,7691,2819,2795,397,0.731779257849667,0.7334541293152775,0.7326157363307296,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,12.0,485.0,7.62599356093569
14031,3180,6540,475,0.8152344430887223,0.6820767099314569,0.7427346355407337,100,7241,1876,3324,287,0.7942305582976856,0.6853762423095126,0.7357992073976222,50,7354,2247,3132,249,0.7659618789709405,0.7013160404348655,0.7322148653357893,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,20.0,489.0,3.1015433643212855
13661,2917,6910,385,0.8240439136204608,0.664090224101891,0.7354706721580662,100,7059,1721,3506,229,0.8039863325740318,0.6681495504022716,0.7298009821659344,50,7189,2079,3297,200,0.775679758308157,0.6855807743658211,0.7278525868178597,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,1.0,24.0,498.0,1.7473225689925265
12994,3133,7577,605,0.8057295219197619,0.6316659374848087,0.7081584827511036,100,6375,1600,4190,284,0.799373040752351,0.6034074775201136,0.6877022653721683,50,6425,1959,4061,265,0.7663406488549618,0.6127217242037002,0.6809750927397986,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,7.0,5.0,434.0,8.549053140246194
13880,2908,6691,476,0.8267810340719561,0.6747362792280395,0.7430605744265103,100,7108,1664,3457,264,0.8103055175558596,0.6727875059157595,0.735170915860785,50,7210,1985,3276,234,0.7841218053289831,0.6875834445927904,0.7326863472384534,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.6,3.0,18.0,482.0,5.922647316364164
12815,2265,7756,333,0.8498010610079576,0.6229643673132079,0.7189139154581919,100,6533,1316,4032,163,0.8323353293413174,0.6183625177472788,0.7095688063429999,50,6423,1716,4063,142,0.7891632878732031,0.6125309937058936,0.6897181208053691,50,NCI-H2170,apply_bilateral_filter__remove_background__apply_gamma__apply_sharpening,0.8349776246009628,9.0,7.0,912.0,10.102203179148765
