uid,split,cell_line,density_bin,model,pred_exists,gt_path,pred_path,obj_tp,obj_fp,obj_fn,obj_ignored,obj_precision,obj_recall,obj_f1,pred_count,gt_count,count_abs_error,count_ape,pix_tp,pix_fp,pix_fn,pix_tn,pix_precision,pix_recall,pix_f1,pix_iou,pix_dice,cand_pairs,cand_preds,cand_gts
colo320dm_qpcr_jq1_24h_ctrl_17,val,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_17.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_17.png,10,2,3,3,0.8333333332638889,0.7692307691715976,0.8,15,13,2.0,15.384615384615385,104,2100,65,5011235,0.047186932849364795,0.6153846153846154,0.0876527602191319,0.045835169678272364,0.0876527602191319,15,13,11
colo320dm_qpcr_jq1_24h_ctrl_18,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_18.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_18.png,46,4,5,9,0.9199999999816001,0.9019607842960401,0.9108910891089109,59,51,8.0,15.686274509803921,452,5066,211,5007775,0.08191373686118159,0.6817496229260935,0.1462546513509141,0.07889684063536394,0.1462546513509141,76,55,50
colo320dm_qpcr_jq1_24h_ctrl_21,val,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_21.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_21.png,34,3,6,9,0.9189189188940834,0.8499999999787501,0.8831168831168831,46,40,6.0,15.0,339,3314,181,5009670,0.09280043799616754,0.6519230769230769,0.1624730409777139,0.08841940532081377,0.16247304097771387,57,43,36
colo320dm_qpcr_jq1_24h_ctrl_22,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_22.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_22.png,47,0,18,4,0.9999999999787235,0.7230769230657987,0.8392857142857143,51,65,14.0,21.53846153846154,363,3304,482,5009355,0.09899100081810744,0.42958579881656805,0.16090425531914893,0.08749096167751265,0.16090425531914893,70,51,51
colo320dm_qpcr_jq1_24h_ctrl_23,test,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_23.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_23.png,48,4,9,7,0.9230769230591717,0.8421052631431211,0.8807339449541285,59,57,2.0,3.508771929824561,519,6443,222,5006320,0.07454754380925022,0.7004048582995951,0.1347526937556796,0.07224387527839643,0.1347526937556796,77,55,54
colo320dm_qpcr_jq1_24h_ctrl_25,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_25.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_25.png,43,8,10,2,0.8431372548854288,0.8113207547016732,0.8269230769230769,53,53,0.0,0.0,285,2872,404,5009943,0.09027557808045612,0.41364296081277213,0.14820592823712947,0.08003369839932603,0.1482059282371295,57,45,47
colo320dm_qpcr_jq1_24h_ctrl_26,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_26.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_26.png,20,1,2,2,0.9523809523356009,0.9090909090495868,0.9302325581395349,23,22,1.0,4.545454545454546,203,1830,83,5011388,0.09985243482538121,0.7097902097902098,0.17507546356188014,0.09593572778827977,0.1750754635618801,36,22,22
colo320dm_qpcr_jq1_24h_ctrl_27,val,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_27.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_27.png,16,0,2,2,0.9999999999375,0.8888888888395061,0.9411764705882353,18,18,0.0,0.0,105,1813,129,5011457,0.05474452554744526,0.44871794871794873,0.09758364312267657,0.05129457743038593,0.09758364312267657,22,18,16
colo320dm_qpcr_jq1_24h_ctrl_28,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_28.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_28.png,34,1,1,8,0.9714285714008164,0.9714285714008164,0.9714285714285714,43,35,8.0,22.857142857142858,304,4610,151,5008439,0.06186406186406186,0.6681318681318681,0.11324268951387594,0.06001974333662389,0.11324268951387595,54,42,34
colo320dm_qpcr_jq1_24h_ctrl_3,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_3.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_3.png,120,4,24,15,0.9677419354760666,0.8333333333275463,0.8955223880597015,139,144,5.0,3.4722222222222223,1360,17443,512,4994189,0.07232888368877306,0.7264957264957265,0.13155985489721886,0.0704115972042454,0.13155985489721886,179,135,138
colo320dm_qpcr_jq1_24h_ctrl_31,val,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_31.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_31.png,118,4,25,17,0.9672131147461703,0.8251748251690548,0.8905660377358491,139,143,4.0,2.797202797202797,1082,12566,777,4999079,0.07927901524032825,0.5820333512641205,0.13954988069903915,0.07500866551126517,0.13954988069903915,199,135,131
colo320dm_qpcr_jq1_24h_ctrl_33,test,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_33.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_33.png,23,3,1,3,0.8846153845813609,0.9583333332934028,0.92,29,24,5.0,20.833333333333332,176,2362,136,5010830,0.06934594168636722,0.5641025641025641,0.12350877192982457,0.06581899775617053,0.12350877192982457,30,26,23
colo320dm_qpcr_jq1_24h_ctrl_35,val,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_35.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_35.png,43,13,14,5,0.7678571428434312,0.7543859648990459,0.7610619469026548,61,57,4.0,7.017543859649122,417,5404,324,5007359,0.07163717574299948,0.562753036437247,0.12709539774459008,0.06786004882017901,0.12709539774459006,80,48,52
colo320dm_qpcr_jq1_24h_ctrl_36,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_36.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_36.png,46,0,13,8,0.999999999978261,0.779661016935938,0.8761904761904762,54,59,5.0,8.474576271186441,439,6055,328,5006682,0.06760086233446258,0.5723598435462842,0.12091998347335077,0.064350630313691,0.12091998347335078,92,54,55
colo320dm_qpcr_jq1_24h_ctrl_37,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_37.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_37.png,9,15,3,2,0.374999999984375,0.7499999999375,0.5,26,12,14.0,116.66666666666667,70,736,86,5012612,0.08684863523573201,0.44871794871794873,0.14553014553014554,0.07847533632286996,0.14553014553014554,11,11,9
colo320dm_qpcr_jq1_24h_ctrl_38,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_38.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_38.png,34,3,7,5,0.9189189188940834,0.8292682926627009,0.8717948717948718,42,41,1.0,2.4390243902439024,237,1854,296,5011117,0.1133428981348637,0.4446529080675422,0.180640243902439,0.09928780896522832,0.18064024390243902,56,39,35
colo320dm_qpcr_jq1_24h_ctrl_39,test,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_39.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_39.png,35,3,6,9,0.9210526315547092,0.8536585365645449,0.8860759493670886,47,41,6.0,14.634146341463415,289,3537,244,5009434,0.07553580763199164,0.5422138836772983,0.1325992200045882,0.071007371007371,0.1325992200045882,69,44,37
colo320dm_qpcr_jq1_24h_ctrl_4,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_4.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_4.png,40,7,6,8,0.8510638297691263,0.8695652173724008,0.8602150537634409,55,46,9.0,19.565217391304348,281,2562,317,5010344,0.0988392543088287,0.4698996655518395,0.16332461493751818,0.0889240506329114,0.16332461493751815,57,48,42
colo320dm_qpcr_jq1_24h_ctrl_41,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_41.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_41.png,70,4,31,9,0.9459459459331628,0.693069306923831,0.8,83,101,18.0,17.821782178217823,637,6142,676,5006049,0.09396666174952058,0.48514851485148514,0.15743944636678198,0.08544600938967137,0.157439446366782,114,79,84
colo320dm_qpcr_jq1_24h_ctrl_43,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_43.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_43.png,37,40,7,4,0.48051948051324,0.8409090908899794,0.6115702479338843,81,44,37.0,84.0909090909091,308,5431,264,5007501,0.05366788639135738,0.5384615384615384,0.09760735224211695,0.05130767949358654,0.09760735224211693,50,41,38
colo320dm_qpcr_jq1_24h_ctrl_47,test,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_47.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_47.png,18,6,4,7,0.74999999996875,0.8181818181446281,0.782608695652174,31,22,9.0,40.90909090909091,125,1263,161,5011955,0.09005763688760807,0.4370629370629371,0.14934289127837513,0.08069722401549387,0.14934289127837516,29,25,19
colo320dm_qpcr_jq1_24h_ctrl_48,test,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_48.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_48.png,28,1,4,2,0.9655172413460167,0.8749999999726563,0.9180327868852459,31,32,1.0,3.125,222,2154,194,5010934,0.09343434343434344,0.5336538461538461,0.15902578796561606,0.08638132295719844,0.15902578796561603,39,30,29
colo320dm_qpcr_jq1_24h_ctrl_49,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_49.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_49.png,60,4,14,7,0.9374999999853515,0.8108108107998538,0.8695652173913043,71,74,3.0,4.054054054054054,460,5632,502,5006910,0.07550886408404466,0.4781704781704782,0.1304224553444854,0.06976038823172581,0.1304224553444854,90,67,66
colo320dm_qpcr_jq1_24h_ctrl_50,train,COLO320DM,0-9,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_50.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_50.png,5,5,2,1,0.49999999995,0.7142857141836735,0.5882352941176471,11,7,4.0,57.142857142857146,45,226,46,5013187,0.16605166051660517,0.4945054945054945,0.24861878453038674,0.14195583596214512,0.24861878453038674,6,6,5
colo320dm_qpcr_jq1_24h_ctrl_55,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_55.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_55.png,27,10,7,5,0.7297297297100074,0.7941176470354672,0.7605633802816901,42,34,8.0,23.529411764705884,276,2710,166,5010352,0.09243134628265237,0.6244343891402715,0.16102683780630103,0.08756345177664974,0.16102683780630106,44,32,30
colo320dm_qpcr_jq1_24h_ctrl_58,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_58.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_58.png,13,3,2,1,0.8124999999492187,0.8666666666088889,0.8387096774193549,17,15,2.0,13.333333333333334,138,1318,57,5011991,0.09478021978021978,0.7076923076923077,0.16717141126589943,0.09120951751487112,0.16717141126589946,14,14,13
colo320dm_qpcr_jq1_24h_ctrl_65,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_65.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_65.png,23,1,7,0,0.9583333332934028,0.7666666666411112,0.8518518518518519,24,30,6.0,20.0,160,1876,230,5011238,0.07858546168958742,0.41025641025641024,0.13190436933223412,0.0706090026478376,0.13190436933223412,29,23,27
colo320dm_qpcr_jq1_24h_ctrl_66_a,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_66_a.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_66_a.png,44,5,17,7,0.8979591836551437,0.7213114753980113,0.8,56,61,5.0,8.19672131147541,342,2690,451,5010021,0.11279683377308707,0.4312736443883985,0.1788235294117647,0.09819121447028424,0.17882352941176471,67,51,53
colo320dm_qpcr_jq1_24h_ctrl_67,test,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_67.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_67.png,77,12,14,17,0.8651685393161217,0.8461538461445477,0.8555555555555555,106,91,15.0,16.483516483516482,796,8153,387,5004168,0.08894848586434238,0.672865595942519,0.1571259376233715,0.08526135389888603,0.1571259376233715,135,94,86
colo320dm_qpcr_jq1_24h_ctrl_69,test,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_69.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_69.png,42,0,12,4,0.9999999999761906,0.7777777777633745,0.875,46,54,8.0,14.814814814814815,245,1774,457,5011028,0.12134720158494304,0.349002849002849,0.1800808526277104,0.09894991922455573,0.1800808526277104,75,46,46
colo320dm_qpcr_jq1_24h_ctrl_72,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_72.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_72.png,29,0,8,6,0.9999999999655173,0.7837837837626005,0.8787878787878788,35,37,2.0,5.405405405405405,228,1637,253,5011386,0.12225201072386059,0.47401247401247404,0.19437340153452687,0.10764872521246459,0.19437340153452684,44,35,31
colo320dm_qpcr_jq1_24h_ctrl_75,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_75.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_75.png,38,15,9,7,0.7169811320619438,0.80851063828067,0.76,60,47,13.0,27.659574468085108,362,5765,249,5007128,0.05908274849028888,0.5924713584288053,0.1074502819827842,0.056775407779171894,0.10745028198278421,66,45,45
colo320dm_qpcr_jq1_24h_ctrl_78_a,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_78_a.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_78_a.png,24,11,2,5,0.685714285694694,0.9230769230414201,0.7868852459016393,40,26,14.0,53.84615384615385,212,2106,126,5011060,0.091458153580673,0.6272189349112426,0.15963855421686748,0.0867430441898527,0.15963855421686746,29,29,24
colo320dm_qpcr_jq1_24h_ctrl_78_b,train,COLO320DM,50-149,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_78_b.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_78_b.png,47,11,5,5,0.8103448275722355,0.9038461538287722,0.8545454545454545,63,52,11.0,21.153846153846153,524,6037,152,5006791,0.07986587410455723,0.7751479289940828,0.1448113859333978,0.07805750037241174,0.14481138593339782,68,52,51
colo320dm_qpcr_jq1_24h_ctrl_79,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_79.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_79.png,10,3,0,3,0.7692307691715976,0.9999999999,0.8695652173913043,16,10,6.0,60.0,102,980,28,5012394,0.09426987060998152,0.7846153846153846,0.1683168316831683,0.0918918918918919,0.16831683168316833,17,13,10
colo320dm_qpcr_jq1_24h_ctrl_8,train,COLO320DM,10-49,Classic (after opt),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_8.tif,/proj/brunk_ecdna_cv_project/Poorya/ecdna-bench/release/harmonized_masks/classical/colo320dm_qpcr_jq1_24h_ctrl_8.png,31,8,5,2,0.7948717948514136,0.8611111110871914,0.8266666666666667,41,36,5.0,13.88888888888889,299,3428,169,5009608,0.08022538234504964,0.6388888888888888,0.14255065554231228,0.07674537987679672,0.14255065554231228,34,33,31
