uid,split,cell_line,density_bin,model,pred_exists,gt_path,pred_path,obj_tp,obj_fp,obj_fn,obj_ignored,obj_precision,obj_recall,obj_f1,pred_count,gt_count,count_abs_error,count_ape,pix_tp,pix_fp,pix_fn,pix_tn,pix_precision,pix_recall,pix_f1,pix_iou,pix_dice,cand_pairs,cand_preds,cand_gts
colo320dm_qpcr_jq1_24h_ctrl_17,val,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_17.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_17.png,10,2,3,4,0.8333333332638889,0.7692307691715976,0.8,16,13,3.0,23.076923076923077,15,193,154,5013142,0.07211538461538461,0.08875739644970414,0.07957559681697612,0.04143646408839779,0.07957559681697612,16,14,12
colo320dm_qpcr_jq1_24h_ctrl_18,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_18.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_18.png,46,0,5,3,0.999999999978261,0.9019607842960401,0.9484536082474226,49,51,2.0,3.9215686274509802,190,447,473,5012394,0.29827315541601257,0.2865761689291101,0.2923076923076923,0.17117117117117117,0.2923076923076923,68,49,48
colo320dm_qpcr_jq1_24h_ctrl_21,val,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_21.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_21.png,38,2,2,0,0.9499999999762501,0.9499999999762501,0.95,40,40,0.0,0.0,139,381,381,5012603,0.2673076923076923,0.2673076923076923,0.2673076923076923,0.15427302996670367,0.2673076923076923,53,38,39
colo320dm_qpcr_jq1_24h_ctrl_22,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_22.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_22.png,52,0,13,0,0.9999999999807693,0.7999999999876922,0.8888888888888888,52,65,13.0,20.0,183,493,662,5012166,0.27071005917159763,0.2165680473372781,0.2406311637080868,0.1367713004484305,0.2406311637080868,75,52,58
colo320dm_qpcr_jq1_24h_ctrl_23,test,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_23.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_23.png,53,0,4,3,0.9999999999811321,0.9298245613871962,0.9636363636363636,56,57,1.0,1.7543859649122806,167,561,574,5012202,0.22939560439560439,0.2253711201079622,0.2273655547991831,0.1282642089093702,0.2273655547991831,83,56,54
colo320dm_qpcr_jq1_24h_ctrl_25,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_25.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_25.png,51,2,2,1,0.9622641509252403,0.9622641509252403,0.9622641509433962,54,53,1.0,1.8867924528301887,154,548,535,5012267,0.21937321937321938,0.22351233671988388,0.22142343637670742,0.12449474535165723,0.22142343637670742,64,52,53
colo320dm_qpcr_jq1_24h_ctrl_26,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_26.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_26.png,20,1,2,1,0.9523809523356009,0.9090909090495868,0.9302325581395349,22,22,0.0,0.0,123,163,163,5013055,0.43006993006993005,0.43006993006993005,0.43006993006993005,0.2739420935412027,0.43006993006993005,35,21,22
colo320dm_qpcr_jq1_24h_ctrl_27,val,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_27.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_27.png,15,0,3,0,0.9999999999333333,0.8333333332870371,0.9090909090909091,15,18,3.0,16.666666666666668,69,126,165,5013144,0.35384615384615387,0.2948717948717949,0.32167832167832167,0.19166666666666668,0.32167832167832167,17,15,17
colo320dm_qpcr_jq1_24h_ctrl_28,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_28.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_28.png,31,0,4,0,0.9999999999677419,0.8857142856889797,0.9393939393939394,31,35,4.0,11.428571428571429,102,301,353,5012748,0.2531017369727047,0.22417582417582418,0.23776223776223776,0.1349206349206349,0.23776223776223776,39,31,33
colo320dm_qpcr_jq1_24h_ctrl_3,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_3.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_3.png,136,1,8,9,0.9927007299197614,0.9444444444378859,0.9679715302491103,146,144,2.0,1.3888888888888888,404,1494,1468,5010138,0.21285563751317177,0.21581196581196582,0.2143236074270557,0.12002376708259062,0.2143236074270557,205,145,139
colo320dm_qpcr_jq1_24h_ctrl_31,val,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_31.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_31.png,133,7,10,8,0.9499999999932144,0.9300699300634262,0.9399293286219081,148,143,5.0,3.4965034965034967,391,1533,1468,5010112,0.20322245322245322,0.2103281334050565,0.20671424795136137,0.11527122641509434,0.20671424795136134,212,141,138
colo320dm_qpcr_jq1_24h_ctrl_33,test,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_33.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_33.png,19,1,5,0,0.9499999999525,0.7916666666336806,0.8636363636363636,20,24,4.0,16.666666666666668,50,210,262,5012982,0.19230769230769232,0.16025641025641027,0.17482517482517484,0.09578544061302682,0.17482517482517482,20,19,20
colo320dm_qpcr_jq1_24h_ctrl_35,val,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_35.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_35.png,50,1,7,1,0.9803921568435218,0.8771929824407511,0.9259259259259259,52,57,5.0,8.771929824561404,177,499,564,5012264,0.2618343195266272,0.2388663967611336,0.24982357092448834,0.14274193548387096,0.24982357092448837,86,51,54
colo320dm_qpcr_jq1_24h_ctrl_36,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_36.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_36.png,51,1,8,2,0.9807692307503699,0.864406779646366,0.918918918918919,54,59,5.0,8.474576271186441,190,512,577,5012225,0.2706552706552707,0.24771838331160365,0.25867937372362154,0.1485535574667709,0.2586793737236215,90,53,57
colo320dm_qpcr_jq1_24h_ctrl_37,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_37.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_37.png,9,0,3,0,0.9999999998888889,0.7499999999375,0.8571428571428571,9,12,3.0,25.0,57,60,99,5013288,0.48717948717948717,0.36538461538461536,0.4175824175824176,0.2638888888888889,0.4175824175824176,9,9,9
colo320dm_qpcr_jq1_24h_ctrl_38,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_38.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_38.png,40,0,1,0,0.9999999999750001,0.9756097560737657,0.9876543209876543,40,41,1.0,2.4390243902439024,121,399,412,5012572,0.2326923076923077,0.2270168855534709,0.22981956315289645,0.1298283261802575,0.22981956315289648,60,40,41
colo320dm_qpcr_jq1_24h_ctrl_39,test,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_39.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_39.png,39,3,2,7,0.9285714285493198,0.9512195121719216,0.9397590361445783,49,41,8.0,19.51219512195122,149,488,384,5012483,0.23390894819466249,0.2795497185741088,0.25470085470085474,0.14593535749265427,0.2547008547008547,64,46,40
colo320dm_qpcr_jq1_24h_ctrl_4,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_4.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_4.png,45,2,1,0,0.9574468084902672,0.978260869543951,0.967741935483871,47,46,1.0,2.1739130434782608,148,463,450,5012443,0.24222585924713586,0.24749163879598662,0.24483043837882548,0.13949104618284638,0.24483043837882548,55,45,46
colo320dm_qpcr_jq1_24h_ctrl_41,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_41.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_41.png,88,0,13,2,0.9999999999886363,0.8712871287042446,0.9312169312169312,90,101,11.0,10.891089108910892,291,879,1022,5011312,0.24871794871794872,0.22162985529322163,0.23439387837293596,0.13275547445255476,0.23439387837293596,140,90,95
colo320dm_qpcr_jq1_24h_ctrl_43,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_43.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_43.png,41,1,3,1,0.9761904761672336,0.9318181817970042,0.9534883720930233,43,44,1.0,2.272727272727273,212,347,360,5012585,0.37924865831842575,0.3706293706293706,0.37488947833775416,0.2306855277475517,0.3748894783377542,53,42,42
colo320dm_qpcr_jq1_24h_ctrl_47,test,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_47.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_47.png,19,6,3,1,0.7599999999696,0.8636363635971074,0.8085106382978723,26,22,4.0,18.181818181818183,78,260,208,5012958,0.23076923076923078,0.2727272727272727,0.24999999999999994,0.14285714285714285,0.25,25,20,20
colo320dm_qpcr_jq1_24h_ctrl_48,test,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_48.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_48.png,30,1,2,0,0.9677419354526535,0.9374999999707032,0.9523809523809523,31,32,1.0,3.125,79,324,337,5012764,0.19602977667493796,0.18990384615384615,0.1929181929181929,0.10675675675675676,0.19291819291819293,41,30,31
colo320dm_qpcr_jq1_24h_ctrl_49,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_49.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_49.png,66,0,8,1,0.9999999999848485,0.8918918918798393,0.9428571428571428,67,74,7.0,9.45945945945946,208,663,754,5011879,0.23880597014925373,0.21621621621621623,0.22695035460992904,0.128,0.22695035460992907,97,67,68
colo320dm_qpcr_jq1_24h_ctrl_50,train,COLO320DM,0-9,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_50.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_50.png,5,0,2,0,0.9999999998,0.7142857141836735,0.8333333333333334,5,7,2.0,28.571428571428573,28,37,63,5013376,0.4307692307692308,0.3076923076923077,0.358974358974359,0.21875,0.358974358974359,5,5,5
colo320dm_qpcr_jq1_24h_ctrl_55,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_55.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_55.png,31,3,3,2,0.9117647058555364,0.9117647058555364,0.9117647058823529,36,34,2.0,5.882352941176471,97,371,345,5012691,0.20726495726495728,0.21945701357466063,0.21318681318681318,0.11931119311193111,0.21318681318681318,45,33,33
colo320dm_qpcr_jq1_24h_ctrl_58,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_58.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_58.png,14,1,1,0,0.9333333332711111,0.9333333332711111,0.9333333333333333,15,15,0.0,0.0,62,133,133,5013176,0.31794871794871793,0.31794871794871793,0.31794871794871793,0.18902439024390244,0.31794871794871793,15,14,15
colo320dm_qpcr_jq1_24h_ctrl_65,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_65.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_65.png,26,1,4,0,0.9629629629272977,0.8666666666377778,0.9122807017543859,27,30,3.0,10.0,107,244,283,5012870,0.30484330484330485,0.2743589743589744,0.2887989203778677,0.16876971608832808,0.28879892037786775,32,26,30
colo320dm_qpcr_jq1_24h_ctrl_66_a,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_66_a.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_66_a.png,54,1,7,3,0.9818181818003306,0.8852459016248321,0.9310344827586207,58,61,3.0,4.918032786885246,187,567,606,5012144,0.2480106100795756,0.23581336696090793,0.24175824175824176,0.1375,0.24175824175824176,77,57,60
colo320dm_qpcr_jq1_24h_ctrl_67,test,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_67.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_67.png,86,3,5,4,0.9662921348206034,0.9450549450445598,0.9555555555555556,93,91,2.0,2.197802197802198,382,827,801,5011494,0.3159636062861869,0.3229078613693998,0.3193979933110368,0.1900497512437811,0.3193979933110368,140,90,88
colo320dm_qpcr_jq1_24h_ctrl_69,test,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_69.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_69.png,43,0,11,2,0.9999999999767443,0.7962962962815501,0.8865979381443299,45,54,9.0,16.666666666666668,150,435,552,5012367,0.2564102564102564,0.21367521367521367,0.23310023310023306,0.13192612137203166,0.2331002331002331,70,45,50
colo320dm_qpcr_jq1_24h_ctrl_72,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_72.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_72.png,35,0,2,1,0.9999999999714286,0.94594594592038,0.9722222222222222,36,37,1.0,2.7027027027027026,181,287,300,5012736,0.38675213675213677,0.3762993762993763,0.3814541622760801,0.23567708333333334,0.3814541622760801,47,36,36
colo320dm_qpcr_jq1_24h_ctrl_75,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_75.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_75.png,39,2,8,7,0.9512195121719216,0.8297872340248982,0.8863636363636364,48,47,1.0,2.127659574468085,139,485,472,5012408,0.22275641025641027,0.22749590834697217,0.2251012145748988,0.12682481751824817,0.2251012145748988,67,46,44
colo320dm_qpcr_jq1_24h_ctrl_78_a,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_78_a.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_78_a.png,26,3,0,1,0.8965517241070154,0.9999999999615384,0.9454545454545454,30,26,4.0,15.384615384615385,131,259,207,5012907,0.33589743589743587,0.3875739644970414,0.35989010989010983,0.21943048576214405,0.3598901098901099,27,27,26
colo320dm_qpcr_jq1_24h_ctrl_78_b,train,COLO320DM,50-149,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_78_b.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_78_b.png,50,2,2,0,0.9615384615199705,0.9615384615199705,0.9615384615384616,52,52,0.0,0.0,180,496,496,5012332,0.26627218934911245,0.26627218934911245,0.26627218934911245,0.15358361774744028,0.26627218934911245,69,50,50
colo320dm_qpcr_jq1_24h_ctrl_79,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_79.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_79.png,10,1,0,0,0.9090909090082645,0.9999999999,0.9523809523809523,11,10,1.0,10.0,57,86,73,5013288,0.3986013986013986,0.43846153846153846,0.4175824175824176,0.2638888888888889,0.4175824175824176,12,10,10
colo320dm_qpcr_jq1_24h_ctrl_8,train,COLO320DM,10-49,ecCount (peaks),1,/work/users/b/e/behnamie/ecDNA_Data/bioimage_archive/gt_image/colo320dm_qpcr_jq1_24h_ctrl_8.tif,/work/users/b/e/behnamie/ecDNA_Data/benchmark/predictions/eccount_peaks/colo320dm_qpcr_jq1_24h_ctrl_8.png,34,3,2,1,0.9189189188940834,0.94444444441821,0.9315068493150684,38,36,2.0,5.555555555555555,109,385,359,5012651,0.22064777327935223,0.2329059829059829,0.22661122661122662,0.12778429073856976,0.22661122661122662,35,35,34
