train_tp,train_fp,train_fn,train_ignored_pred,train_precision,train_recall,train_f1,train_n_images,val_tp,val_fp,val_fn,val_ignored_pred,val_precision,val_recall,val_f1,val_n_images,test_tp,test_fp,test_fn,test_ignored_pred,test_precision,test_recall,test_f1,test_n_images,cell_line,combo_id,threshold_factor,morph_close_kernel,min_area,max_area,merge_distance
8975,616,963,1533,0.9357731206339276,0.9030992151338297,0.9191458856060218,49,1502,150,198,193,0.9092009685230025,0.8835294117647059,0.89618138424821,10,1543,96,159,248,0.9414276998169616,0.9065804935370153,0.9236755462436397,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.2279728875370046,3.0,4.0,886.0,4.804734743106228
8905,753,1033,1159,0.9220335473182854,0.8960555443751258,0.908858950806287,49,1509,189,191,156,0.8886925795053003,0.8876470588235295,0.8881695114773396,10,1523,133,179,191,0.9196859903381642,0.8948296122209166,0.9070875521143538,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.0922147881663387,5.0,4.0,886.0,4.3692310662226115
6934,273,3004,37,0.9621201609546275,0.6977259005836184,0.8088655584718577,49,1166,66,534,4,0.9464285714285714,0.6858823529411765,0.7953615279672579,10,1209,42,493,5,0.9664268585131894,0.7103407755581669,0.818828310193024,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,4.0,891.0,16.88886431886719
8404,398,1534,1682,0.9547830038627585,0.8456429865164017,0.8969050160085379,49,1401,89,299,210,0.9402684563758389,0.8241176470588235,0.8783699059561129,10,1455,58,247,287,0.9616655651024455,0.854876615746181,0.9051321928460342,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,3.0,893.0,0.5615991047661383
6807,215,3131,419,0.9693819424665338,0.6849466693499698,0.8027122641509434,49,1108,47,592,43,0.9593073593073593,0.6517647058823529,0.7761821366024518,10,1169,17,533,79,0.9856661045531198,0.6868390129259695,0.8095567867036011,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,12.0,890.0,4.8767507663375005
9301,9757,637,4770,0.48803652009654735,0.935902596095794,0.6415367636915437,49,1613,2286,87,871,0.4136958194408823,0.9488235294117647,0.5761743168422933,10,1606,1958,96,878,0.4506172839506173,0.9435957696827262,0.6099506266616027,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.6,5.0,1.0,892.0,5.875753819340709
8044,341,1894,1016,0.9593321407274895,0.809418394043067,0.8780221579435682,49,1331,83,369,122,0.9413012729844413,0.7829411764705883,0.8548490687219011,10,1378,49,324,170,0.9656622284512965,0.8096357226792009,0.880792585490572,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,3.0,5.0,885.0,3.4652828015345927
8937,594,1001,1364,0.9376770538243626,0.8992755081505333,0.9180748882839386,49,1489,147,211,169,0.9101466992665037,0.8758823529411764,0.8926858513189448,10,1538,94,164,221,0.9424019607843137,0.9036427732079906,0.9226154769046191,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.2485309969731193,3.0,4.0,885.0,6.874250522063166
9434,3834,504,3265,0.7110340669279469,0.9492855705373314,0.8130655864862536,49,1628,1002,72,494,0.6190114068441065,0.9576470588235294,0.7519630484988452,10,1626,839,76,625,0.6596348884381339,0.9553466509988249,0.7804175665946724,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.6,3.0,2.0,884.0,5.958715421086763
7859,312,2079,857,0.9618161791702362,0.7908029784664923,0.8679662046496217,49,1304,74,396,100,0.9462989840348331,0.7670588235294118,0.8473034437946718,10,1342,43,360,142,0.9689530685920578,0.7884841363102233,0.8694525429219306,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,3.0,6.0,886.0,5.788102846647692
8584,441,1354,1314,0.9511357340720221,0.863755282753069,0.9053419817539419,49,1431,100,269,167,0.9346832135858916,0.841764705882353,0.8857938718662952,10,1485,64,217,226,0.9586830213040671,0.872502937720329,0.9135650569055676,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.441613307905402,3.0,4.0,900.0,2.554067718406448
8640,537,1298,1013,0.9414841451454724,0.8693902193600322,0.9040020925974366,49,1447,117,253,140,0.9251918158567775,0.8511764705882353,0.8866421568627451,10,1487,81,215,179,0.9483418367346939,0.8736780258519389,0.909480122324159,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.3198198309803526,5.0,4.0,903.0,3.7000126108175198
9505,2024,433,2995,0.8244427096886113,0.956429865164017,0.8855452555084549,49,1630,523,70,429,0.7570831398049234,0.9588235294117647,0.84609395276408,10,1629,403,73,502,0.8016732283464567,0.9571092831962397,0.87252276379218,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.8063186276380366,3.0,2.0,902.0,4.657753157617255
9410,1779,528,4510,0.8410045580480829,0.9468705977057759,0.8908032375633076,49,1613,427,87,716,0.7906862745098039,0.9488235294117647,0.8625668449197861,10,1614,382,88,761,0.8086172344689379,0.9482961222091657,0.8729042725797729,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.1926166658023374,5.0,1.0,901.0,1.8989424022866446
8531,2649,1407,1121,0.7630590339892666,0.8584222177500503,0.8079363576096221,49,1477,685,223,169,0.683163737280296,0.8688235294117647,0.7648886587260487,10,1473,539,229,216,0.7321073558648111,0.8654524089306698,0.7932148626817448,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.6,7.0,5.0,900.0,2.3721943771419953
8384,394,1554,1469,0.9551150603782183,0.843630509156772,0.8959179311818765,49,1397,87,303,181,0.9413746630727763,0.821764705882353,0.8775125628140703,10,1447,58,255,246,0.9614617940199336,0.8501762632197415,0.9024009978172747,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,3.0,3.0,903.0,0.7492183836730826
8404,398,1534,1682,0.9547830038627585,0.8456429865164017,0.8969050160085379,49,1401,89,299,210,0.9402684563758389,0.8241176470588235,0.8783699059561129,10,1455,58,247,287,0.9616655651024455,0.854876615746181,0.9051321928460342,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,3.0,898.0,0.0
8888,816,1050,1845,0.9159109645507008,0.8943449386194405,0.904999490886875,49,1531,158,169,276,0.9064535227945529,0.9005882352941177,0.9035113602832694,10,1534,162,168,341,0.9044811320754716,0.9012925969447708,0.9028840494408475,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,7.0,1.0,903.0,6.27671092369718
8082,349,1856,687,0.9586051476693156,0.8132421010263634,0.8799608035276825,49,1342,79,358,80,0.944405348346235,0.7894117647058824,0.8599807753925024,10,1382,50,320,114,0.9650837988826816,0.8119858989424207,0.8819400127632419,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,5.0,4.0,903.0,8.22288480662856
9093,904,845,3416,0.9095728718615584,0.914972831555645,0.9122648607975922,49,1560,169,140,530,0.9022556390977443,0.9176470588235294,0.9098862642169728,10,1561,176,141,630,0.8986758779504893,0.9171562867215041,0.907822041291073,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,5.0,1.0,906.0,3.324929281241134
8032,347,1906,679,0.9585869435493496,0.8082109076272892,0.8769995086531637,49,1339,80,361,99,0.9436222692036645,0.7876470588235294,0.858608528374479,10,1370,53,332,118,0.9627547434996486,0.8049353701527615,0.8768,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,7.0,4.0,908.0,6.0779261993730875
8196,360,1742,1316,0.9579242636746143,0.8247132219762527,0.8863415161674056,49,1350,85,350,159,0.9407665505226481,0.7941176470588235,0.861244019138756,10,1407,51,295,221,0.9650205761316872,0.8266745005875441,0.890506329113924,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,4.0,907.0,3.2264061623434253
8287,382,1651,1089,0.9559349405929173,0.8338699939625679,0.8907400440694362,49,1382,81,318,153,0.9446343130553657,0.8129411764705883,0.8738539361365792,10,1428,61,274,200,0.9590329079919409,0.8390129259694477,0.895017235976183,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,5.0,3.0,908.0,0.0
7673,283,2265,343,0.964429361488185,0.772086939021936,0.8576059014194702,49,1275,71,425,38,0.9472511144130757,0.75,0.8371634931057124,10,1318,41,384,67,0.9698307579102281,0.7743830787309048,0.861156484808886,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,5.0,6.0,882.0,10.077821753201395
7982,501,1956,261,0.9409407049392904,0.8031797142282149,0.8666196189131969,49,1351,131,349,31,0.9116059379217274,0.7947058823529412,0.8491514770584538,10,1365,76,337,48,0.9472588480222068,0.8019976498237368,0.8685968819599109,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.1490322202899275,9.0,7.0,715.0,10.59806164287888
9625,14480,313,9441,0.3992947521261149,0.9685047293217951,0.5654613283200658,49,1660,4253,40,1843,0.2807373583629291,0.9764705882352941,0.4360961513201103,10,1652,2950,50,1686,0.358974358974359,0.9706227967097533,0.5241116751269036,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.6,3.0,1.0,910.0,1.8058135145009802
7810,303,2128,938,0.9626525329717737,0.7858724089353994,0.8653260207190737,49,1288,74,412,109,0.9456681350954479,0.7576470588235295,0.8412802090137165,10,1340,40,362,166,0.9710144927536232,0.7873090481786134,0.8695652173913043,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,6.0,904.0,3.8309492519561994
8418,436,1520,1182,0.9507567201264965,0.8470517206681425,0.8959131545338442,49,1423,90,277,179,0.9405155320555189,0.8370588235294117,0.8857765328353564,10,1452,76,250,222,0.9502617801047121,0.8531139835487661,0.8990712074303405,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,7.0,2.0,905.0,2.5205941015493534
8423,419,1515,617,0.9526125311015607,0.8475548400080499,0.8970181043663472,49,1414,103,286,80,0.9321028345418589,0.831764705882353,0.879079888094498,10,1453,58,249,113,0.9616148246194574,0.8537015276145711,0.9044506691565515,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.3398867898736502,3.0,6.0,718.0,9.194548058602345
8527,597,1411,708,0.9345681718544498,0.8580197222781244,0.8946595320532997,49,1445,155,255,95,0.903125,0.85,0.8757575757575757,10,1456,97,246,115,0.9375402446877013,0.8554641598119859,0.8946236559139785,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.1584874728190293,7.0,5.0,720.0,7.602453021576664
8359,441,1579,746,0.9498863636363636,0.8411149124572349,0.8921976731775003,49,1406,103,294,102,0.9317428760768721,0.8270588235294117,0.8762854471798068,10,1437,62,265,135,0.9586390927284857,0.8443008225616921,0.8978444236176195,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.3328898376819482,5.0,6.0,717.0,5.348316466239663
9367,2948,571,2510,0.7606171335769387,0.942543771382572,0.8418640183346066,49,1612,756,88,372,0.6807432432432432,0.9482352941176471,0.7925270403146509,10,1611,613,91,460,0.7243705035971223,0.9465334900117509,0.8206826286296485,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.6,3.0,3.0,718.0,6.607597925189122
7157,249,2781,249,0.9663786119362678,0.7201650231434896,0.825299815498155,49,1211,52,489,33,0.9588281868566905,0.7123529411764706,0.817414782315221,10,1238,33,464,59,0.9740361919748229,0.72737955346651,0.832828792465523,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,7.0,9.0,719.0,7.675573001505401
7801,319,2137,249,0.9607142857142857,0.7849667941235661,0.8639937977627644,49,1299,75,401,28,0.9454148471615721,0.7641176470588236,0.845152895250488,10,1341,46,361,50,0.9668348954578226,0.7878965922444183,0.8682421495629654,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,5.0,4.0,719.0,11.8811696439464
7958,331,1980,743,0.9600675594160936,0.8007647413966593,0.8732100729686728,49,1317,78,383,98,0.9440860215053763,0.7747058823529411,0.8510500807754443,10,1361,49,341,137,0.9652482269503546,0.799647473560517,0.8746786632390745,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,5.0,5.0,906.0,1.719681560876095
7603,280,2335,506,0.964480527717874,0.765043268263232,0.8532630043207452,49,1265,62,435,60,0.9532780708364732,0.7441176470588236,0.8358110340270896,10,1305,36,397,92,0.9731543624161074,0.7667450058754407,0.8577062109760105,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,3.0,7.0,714.0,8.571060712100046
8706,471,1232,1848,0.9486760379208892,0.8760313946468102,0.9109076641381114,49,1460,95,240,242,0.9389067524115756,0.8588235294117647,0.8970814132104454,10,1501,76,201,310,0.9518072289156626,0.881903642773208,0.9155230253125953,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,3.0,2.0,905.0,5.622016260862609
7626,282,2312,814,0.9643399089529591,0.7673576172268062,0.8546452986663678,49,1268,64,432,90,0.9519519519519519,0.7458823529411764,0.8364116094986808,10,1313,35,389,145,0.9740356083086054,0.7714453584018801,0.860983606557377,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,1.0,7.0,896.0,0.0
7714,319,2224,446,0.9602888086642599,0.7762125176091769,0.8584942407211619,49,1285,77,415,52,0.9434654919236417,0.7558823529411764,0.8393207054212932,10,1321,51,381,70,0.9628279883381924,0.7761457109283196,0.8594664931685101,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,1.6,9.0,4.0,717.0,5.726344398927176
9217,2073,721,1517,0.8163861824623561,0.9274501911853492,0.8683813830789523,49,1579,501,121,203,0.7591346153846154,0.9288235294117647,0.8354497354497354,10,1580,407,122,286,0.7951685958731757,0.9283196239717979,0.8566007047980483,11,NCI-H716,apply_gamma__remove_background__apply_sharpening,0.6050371136110674,3.0,6.0,427.0,8.319028111335616
