filename,file_type,size_kb,path
fig7b_effect_recovery.png,figure,260.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7b_effect_recovery.png
fig7b_effect_recovery.svg,figure,66.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7b_effect_recovery.svg
fig7c_recovery_vs_density.png,figure,178.0,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7c_recovery_vs_density.png
fig7c_recovery_vs_density.svg,figure,17.5,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7c_recovery_vs_density.svg
fig7d_agreement_matrix.png,figure,192.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7d_agreement_matrix.png
fig7d_agreement_matrix.svg,figure,42.5,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7d_agreement_matrix.svg
fig7e_mae_bias_heatmaps.png,figure,687.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7e_mae_bias_heatmaps.png
fig7e_mae_bias_heatmaps.svg,figure,127.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7e_mae_bias_heatmaps.svg
fig7f_bias_significance.png,figure,380.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7f_bias_significance.png
fig7f_bias_significance.svg,figure,76.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig7f_bias_significance.svg
fig8a_roi_validation_overview.png,figure,206.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8a_roi_validation_overview.png
fig8a_roi_validation_overview.svg,figure,180.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8a_roi_validation_overview.svg
fig8b_roi_loss_by_burden.png,figure,151.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8b_roi_loss_by_burden.png
fig8b_roi_loss_by_burden.svg,figure,52.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8b_roi_loss_by_burden.svg
fig8c_roi_cost_to_eccount.png,figure,207.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8c_roi_cost_to_eccount.png
fig8c_roi_cost_to_eccount.svg,figure,56.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8c_roi_cost_to_eccount.svg
fig8d_roi_worst_cases.png,figure,273.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8d_roi_worst_cases.png
fig8d_roi_worst_cases.svg,figure,303.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/fig8d_roi_worst_cases.svg
figC1_relative_bias_by_method.png,figure,54.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC1_relative_bias_by_method.png
figC1_relative_bias_by_method.svg,figure,30.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC1_relative_bias_by_method.svg
figC2_contrast_forest.png,figure,69.0,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC2_contrast_forest.png
figC2_contrast_forest.svg,figure,50.8,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC2_contrast_forest.svg
figC3_count_heatmap_with_gt.png,figure,115.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt.png
figC3_count_heatmap_with_gt.svg,figure,65.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt.svg
figC3_count_heatmap_with_gt_count_MAE.png,figure,114.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt_count_MAE.png
figC3_count_heatmap_with_gt_count_MAE.svg,figure,65.0,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt_count_MAE.svg
figC3_count_heatmap_with_gt_mae_pct_of_gt.png,figure,114.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt_mae_pct_of_gt.png
figC3_count_heatmap_with_gt_mae_pct_of_gt.svg,figure,64.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt_mae_pct_of_gt.svg
figC3_count_heatmap_with_gt_relative_bias_pct.png,figure,115.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt_relative_bias_pct.png
figC3_count_heatmap_with_gt_relative_bias_pct.svg,figure,65.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_count_heatmap_with_gt_relative_bias_pct.svg
figC3_test_by_arm_count_MAE.png,figure,61.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_arm_count_MAE.png
figC3_test_by_arm_count_MAE.svg,figure,20.8,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_arm_count_MAE.svg
figC3_test_by_arm_relative_bias_pct.png,figure,61.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_arm_relative_bias_pct.png
figC3_test_by_arm_relative_bias_pct.svg,figure,20.0,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_arm_relative_bias_pct.svg
figC3_test_by_cell_line_arm_count_MAE.png,figure,67.0,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_arm_count_MAE.png
figC3_test_by_cell_line_arm_count_MAE.svg,figure,24.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_arm_count_MAE.svg
figC3_test_by_cell_line_arm_relative_bias_pct.png,figure,67.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_arm_relative_bias_pct.png
figC3_test_by_cell_line_arm_relative_bias_pct.svg,figure,25.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_arm_relative_bias_pct.svg
figC3_test_by_cell_line_count_MAE.png,figure,67.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_count_MAE.png
figC3_test_by_cell_line_count_MAE.svg,figure,24.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_count_MAE.svg
figC3_test_by_cell_line_relative_bias_pct.png,figure,69.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_relative_bias_pct.png
figC3_test_by_cell_line_relative_bias_pct.svg,figure,26.5,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_cell_line_relative_bias_pct.svg
figC3_test_by_condition_count_MAE.png,figure,103.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_condition_count_MAE.png
figC3_test_by_condition_count_MAE.svg,figure,52.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_condition_count_MAE.svg
figC3_test_by_condition_relative_bias_pct.png,figure,104.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_condition_relative_bias_pct.png
figC3_test_by_condition_relative_bias_pct.svg,figure,53.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_by_condition_relative_bias_pct.svg
figC3_test_pooled_count_MAE.png,figure,48.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_pooled_count_MAE.png
figC3_test_pooled_count_MAE.svg,figure,15.0,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_pooled_count_MAE.svg
figC3_test_pooled_relative_bias_pct.png,figure,48.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_pooled_relative_bias_pct.png
figC3_test_pooled_relative_bias_pct.svg,figure,14.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC3_test_pooled_relative_bias_pct.svg
figC4_signed_error_heatmap.png,figure,106.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC4_signed_error_heatmap.png
figC4_signed_error_heatmap.svg,figure,65.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figC4_signed_error_heatmap.svg
figure_captions_2026-08-31.md,captions,4.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figure_captions_2026-08-31.md
figure_captions_test_count_heatmaps.md,captions,3.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/figure_captions_test_count_heatmaps.md
notebook06_output_manifest.csv,manifest,17.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/notebook06_output_manifest.csv
notebook06_s12_output_manifest.csv,csv,2.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/notebook06_s12_output_manifest.csv
source_bias_shift_treated_vs_control.csv,source_data,7.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_bias_shift_treated_vs_control.csv
source_condition_map.csv,source_data,2.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_condition_map.csv
source_drug_condition_inventory.csv,source_data,1.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_drug_condition_inventory.csv
source_error_by_condition_and_method.csv,source_data,17.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_error_by_condition_and_method.csv
source_error_significance_by_condition.csv,source_data,16.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_error_significance_by_condition.csv
source_fig6_panel_name_map.csv,source_data,0.5,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_panel_name_map.csv
source_fig6_test_count_agreement.csv,source_data,89.5,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_count_agreement.csv
source_fig6_test_count_agreement_summary.csv,source_data,0.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_count_agreement_summary.csv
source_fig6_test_count_agreement_top3.csv,source_data,46.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_count_agreement_top3.csv
source_fig6_test_count_agreement_top3_summary.csv,source_data,0.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_count_agreement_top3_summary.csv
source_fig6_test_count_mae.csv,source_data,0.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_count_mae.csv
source_fig6_test_f1_by_cell_line.csv,source_data,3.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_f1_by_cell_line.csv
source_fig6_test_f1_by_density.csv,source_data,3.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_f1_by_density.csv
source_fig6_test_f1_overall.csv,source_data,0.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_f1_overall.csv
source_fig6_test_f1_robustness.csv,source_data,1.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_f1_robustness.csv
source_fig6_test_performance_comparison.csv,source_data,1.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_performance_comparison.csv
source_fig6_test_validation.csv,source_data,2.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_validation.csv
source_fig6_test_vs_all_locked_numbers.csv,source_data,2.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_fig6_test_vs_all_locked_numbers.csv
source_figC1_relative_bias_by_method.csv,source_data,7.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC1_relative_bias_by_method.csv
source_figC2_contrast_forest.csv,source_data,5.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC2_contrast_forest.csv
source_figC3_count_heatmap_with_gt.csv,source_data,8.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_count_heatmap_with_gt.csv
source_figC3_test_by_arm_count_MAE.csv,source_data,1.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_arm_count_MAE.csv
source_figC3_test_by_arm_relative_bias_pct.csv,source_data,1.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_arm_relative_bias_pct.csv
source_figC3_test_by_cell_line_arm_count_MAE.csv,source_data,2.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_cell_line_arm_count_MAE.csv
source_figC3_test_by_cell_line_arm_relative_bias_pct.csv,source_data,2.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_cell_line_arm_relative_bias_pct.csv
source_figC3_test_by_cell_line_count_MAE.csv,source_data,2.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_cell_line_count_MAE.csv
source_figC3_test_by_cell_line_count_MAE_both_scopes.csv,source_data,5.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_cell_line_count_MAE_both_scopes.csv
source_figC3_test_by_cell_line_relative_bias_pct.csv,source_data,2.8,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_cell_line_relative_bias_pct.csv
source_figC3_test_by_cell_line_relative_bias_pct_both_scopes.csv,source_data,5.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_cell_line_relative_bias_pct_both_scopes.csv
source_figC3_test_by_condition_count_MAE.csv,source_data,6.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_condition_count_MAE.csv
source_figC3_test_by_condition_relative_bias_pct.csv,source_data,7.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_by_condition_relative_bias_pct.csv
source_figC3_test_condition_labels.csv,source_data,13.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_condition_labels.csv
source_figC3_test_pooled_count_MAE.csv,source_data,0.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_pooled_count_MAE.csv
source_figC3_test_pooled_relative_bias_pct.csv,source_data,0.7,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC3_test_pooled_relative_bias_pct.csv
source_figC4_signed_error_heatmap.csv,source_data,7.4,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_figC4_signed_error_heatmap.csv
source_heatmap_bias_by_condition.csv,source_data,1.3,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_heatmap_bias_by_condition.csv
source_heatmap_mae_by_condition.csv,source_data,1.2,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_heatmap_mae_by_condition.csv
source_heatmap_relative_bias_pct_by_condition.csv,source_data,1.6,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_heatmap_relative_bias_pct_by_condition.csv
source_method_agreement_summary.csv,source_data,0.9,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_method_agreement_summary.csv
source_recovery_fraction_by_density.csv,source_data,0.5,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_recovery_fraction_by_density.csv
source_treatment_contrasts_by_method.csv,source_data,21.1,/proj/brunk_ecdna_cv_project/Poorya/runs/figures_2026-08-31/source_treatment_contrasts_by_method.csv
