cell_line,iteration,val_f1,running_best_val_f1,train_f1,test_f1
NCI-H2170,35,0.7375082265984914,0.7579462102689487,0.744748702000369,0.7329204855090413
NCI-H2170,36,0.7344425130370003,0.7579462102689487,0.7442905859253901,0.7205668251965447
NCI-H2170,37,0.65490553152743,0.7579462102689487,0.6808316198309344,0.6511314503902521
NCI-H2170,38,0.5248944659688891,0.7579462102689487,0.5514160805930431,0.4947600511745652
NCI-H2170,39,0.7438599931369185,0.7579462102689487,0.7531009136848553,0.7327557321334546
NCI-H2170,40,0.666406858924396,0.7579462102689487,0.689444132509826,0.6565419284348538
NCI-H2170,41,0.7424406579336157,0.7579462102689487,0.7513534316869789,0.7319513250925881
NCI-H2170,42,0.726861238153614,0.7579462102689487,0.723851269649335,0.6764245604345024
NCI-H2170,43,0.6725402210791288,0.7579462102689487,0.6602554818526779,0.6115036431883418
NCI-H2170,44,0.7375385081561537,0.7579462102689487,0.7458589682915286,0.732905138339921
NCI-H2170,45,0.6904834917714403,0.7579462102689487,0.6854529118680062,0.6304426052536883
NCI-H2170,46,0.7445333853963295,0.7579462102689487,0.7542099514871352,0.7326157363307296
NCI-H2170,47,0.7357992073976222,0.7579462102689487,0.7427346355407337,0.7322148653357893
NCI-H2170,48,0.7298009821659344,0.7579462102689487,0.7354706721580662,0.7278525868178597
NCI-H2170,49,0.6877022653721683,0.7579462102689487,0.7081584827511036,0.6809750927397986
NCI-H2170,50,0.735170915860785,0.7579462102689487,0.7430605744265103,0.7326863472384534
NCI-H2170,51,0.7095688063429999,0.7579462102689487,0.7189139154581919,0.6897181208053691
SNU16,1,0.8673618555696326,0.8673618555696326,0.8754519803532239,0.8640064328073174
SNU16,2,0.6072076743583096,0.8673618555696326,0.5956205190907575,0.6225910064239829
SNU16,3,0.5484575484575485,0.8673618555696326,0.5500389914218872,0.5845483035835944
SNU16,4,0.6011351909184727,0.8673618555696326,0.5905819001044014,0.6215644820295984
SNU16,5,0.7311578213912437,0.8673618555696326,0.7351519337016574,0.7575650535735311
SNU16,6,0.7761092920853562,0.8673618555696326,0.7781530722242185,0.7876782658300057
SNU16,7,0.6418081981866939,0.8673618555696326,0.6350156441300503,0.6550604131479797
SNU16,8,0.7281042762405671,0.8673618555696326,0.7348655256723716,0.7431462525002942
SNU16,9,0.8267859043968913,0.8673618555696326,0.8276769509981852,0.8307759277396888
SNU16,10,0.8319818970394116,0.8673618555696326,0.8453826286783397,0.8458616553378648
SNU16,11,0.6641632244335962,0.8673618555696326,0.6563919012767776,0.6749968124442177
SNU16,12,0.5740886441122476,0.8673618555696326,0.5614221724524077,0.594059405940594
SNU16,13,0.8674534282648981,0.8674534282648981,0.8753425517226953,0.8643317230273752
SNU16,14,0.7194704405386898,0.8674534282648981,0.7250984324178915,0.7325704848413354
SNU16,15,0.256290618230295,0.8674534282648981,0.2601660334881103,0.2745635056487504
SNU16,16,0.7989506820566632,0.8674534282648981,0.8061171708085011,0.81138867677539
SNU16,17,0.517275143376696,0.8674534282648981,0.5033342304356927,0.5222398157478048
SNU16,18,0.7194704405386898,0.8674534282648981,0.7250984324178915,0.7325704848413354
SNU16,19,0.8014636696288552,0.8674534282648981,0.8076638655462185,0.8133898489294642
SNU16,20,0.7554951280308181,0.8674534282648981,0.7593346012181323,0.7790080738177624
SNU16,21,0.6755496335776149,0.8674534282648981,0.7086512501467308,0.5923686279252585
SNU16,22,0.7127951674903898,0.8674534282648981,0.7321747411022498,0.7428403870589385
SNU16,23,0.710760480689845,0.8674534282648981,0.7307852841214,0.7417776037588097
SNU16,24,0.2466487935656836,0.8674534282648981,0.2473064927700595,0.2597133482990847
SNU16,25,0.7073350534463694,0.8674534282648981,0.7260194601506463,0.7376515823720793
SNU16,26,0.8463431786216596,0.8674534282648981,0.8487009489850874,0.7556241370908796
SNU16,27,0.7459788712287047,0.8674534282648981,0.7673908137936694,0.7756493832113128
SNU16,28,0.7384183434721572,0.8674534282648981,0.7403748293409458,0.7583205927319769
SNU16,29,0.6899256812551611,0.8674534282648981,0.7082067543295563,0.7192320138064934
SNU16,30,0.7078651685393258,0.8674534282648981,0.7268916788088062,0.738428205633248
SNU16,31,0.8031528728479569,0.8674534282648981,0.8060279583296234,0.813354873451804
SNU16,32,0.7533671892249945,0.8674534282648981,0.7631628609171541,0.7677919708029197
SNU16,33,0.7047072967724036,0.8674534282648981,0.7228592046183451,0.734132092286365
SNU16,34,0.4841258439879328,0.8674534282648981,0.4598943694598017,0.4826968973747016
SNU16,35,0.8025387870239774,0.8674534282648981,0.8105343015064485,0.8091442953020134
SNU16,36,0.7314191185158927,0.8674534282648981,0.7368920640471611,0.7539029913002026
SNU16,37,0.5848452508004269,0.8674534282648981,0.5602208673645462,0.5838078044716012
SNU16,38,0.6969844357976653,0.8674534282648981,0.6837522160809261,0.7067404426559356
SNU16,39,0.7193031229728477,0.8674534282648981,0.7384479505399655,0.749925838030258
SNU16,40,0.8752860411899314,0.8752860411899314,0.8782174414137534,0.8391608391608392
SNU16,41,0.8592914741324635,0.8752860411899314,0.8686263447658698,0.8234761344081152
SNU16,42,0.7312664454867864,0.8752860411899314,0.734044114050961,0.7443671110062522
SNU16,43,0.6805522494644133,0.8752860411899314,0.6793006603749715,0.6980046517321582
SNU16,44,0.8664409330323551,0.8752860411899314,0.8635364477097649,0.8011864102103182
SNU16,45,0.8664409330323551,0.8752860411899314,0.8635364477097649,0.8011864102103182
SNU16,46,0.8039378238341969,0.8752860411899314,0.8074683262947322,0.8138658628485306
SNU16,47,0.7125972320436408,0.8752860411899314,0.7295668631844584,0.731044650379107
SNU16,48,0.4794223826714801,0.8752860411899314,0.4827501909854851,0.5164594001463058
SNU16,49,0.8039378238341969,0.8752860411899314,0.8073622904903748,0.8138658628485306
SNU16,50,0.723750139182719,0.8752860411899314,0.7318165574746873,0.7388197325956662
SNU16,51,0.8331135233843969,0.8752860411899314,0.8419888064558115,0.8411390424533222
COLO320DM,1,0.8406113537117904,0.8406113537117904,0.8260979944148261,0.8276553106212425
COLO320DM,2,0.6577896138482024,0.8406113537117904,0.699252801992528,0.6307884856070087
COLO320DM,3,0.6831812255541069,0.8406113537117904,0.7190388170055453,0.6625916870415648
COLO320DM,4,0.6388526727509778,0.8406113537117904,0.6744956338452274,0.6174661746617466
COLO320DM,5,0.7715976331360946,0.8406113537117904,0.7853957636566332,0.7505518763796909
COLO320DM,6,0.7962529274004684,0.8406113537117904,0.8162926018287614,0.7834602829162133
COLO320DM,7,0.7019354838709677,0.8406113537117904,0.7376798285889195,0.6916565900846433
COLO320DM,8,0.7723480333730631,0.8406113537117904,0.786931024853393,0.7697368421052632
COLO320DM,9,0.8110599078341014,0.8406113537117904,0.8204015192620727,0.8038176033934252
COLO320DM,10,0.7848101265822784,0.8406113537117904,0.7664584334454589,0.7751937984496124
COLO320DM,11,0.7189873417721518,0.8406113537117904,0.7469005140610826,0.7040572792362768
COLO320DM,12,0.8257918552036199,0.8406113537117904,0.8341359015516319,0.8275862068965517
COLO320DM,13,0.8240635641316686,0.8406113537117904,0.832933653077538,0.812957157784744
COLO320DM,14,0.529500756429652,0.8406113537117904,0.5587918015102481,0.5348189415041783
COLO320DM,15,0.8091286307053942,0.8406113537117904,0.7728627091450837,0.7869158878504673
COLO320DM,16,0.7593818984547461,0.8406113537117904,0.7412725922257984,0.7442326980942828
COLO320DM,17,0.8083140877598153,0.8406113537117904,0.8143483023001096,0.7974413646055437
COLO320DM,18,0.7308533916849015,0.8406113537117904,0.7042389210019268,0.7186574531095755
COLO320DM,19,0.6824146981627297,0.8406113537117904,0.7104930467762326,0.671604938271605
COLO320DM,20,0.8078108941418294,0.8406113537117904,0.7699013535214498,0.7838827838827839
COLO320DM,21,0.6282051282051282,0.8406113537117904,0.568025499077336,0.6403041825095057
COLO320DM,22,0.8357221609702316,0.8406113537117904,0.8261431154740377,0.8169868554095046
COLO320DM,23,0.7668269230769231,0.8406113537117904,0.7917752678830003,0.764172335600907
COLO320DM,24,0.7991498405951116,0.8406113537117904,0.7773783848550204,0.7884057971014493
COLO320DM,25,0.7454739084132055,0.8406113537117904,0.7379965878625396,0.7290836653386454
COLO320DM,26,0.7896592244418331,0.8406113537117904,0.8116919617762788,0.7880794701986755
COLO320DM,27,0.8331491712707182,0.8406113537117904,0.8311352469614688,0.8262626262626263
COLO320DM,28,0.6261448792672772,0.8406113537117904,0.5788260329845717,0.6334913112164297
COLO320DM,29,0.8106235565819861,0.8406113537117904,0.8234007654455987,0.8111587982832618
COLO320DM,30,0.8394241417497231,0.8406113537117904,0.8351648351648352,0.8401639344262295
COLO320DM,31,0.7804295942720764,0.8406113537117904,0.797486432447872,0.7662921348314606
COLO320DM,32,0.812428078250863,0.8406113537117904,0.8266373142542652,0.8047210300429185
COLO320DM,33,0.7784431137724551,0.8406113537117904,0.7994358251057828,0.7844444444444445
COLO320DM,34,0.8261351052048727,0.8406113537117904,0.818416968442835,0.8172484599589322
COLO320DM,35,0.7079646017699115,0.8406113537117904,0.7538736591179976,0.7114252061248527
COLO320DM,36,0.791015625,0.8406113537117904,0.7392136025504782,0.7634124890061565
COLO320DM,37,0.7515299877600979,0.8406113537117904,0.7840609434515089,0.7497116493656286
COLO320DM,38,0.8004246284501062,0.8406113537117904,0.77868068833652,0.789980732177264
COLO320DM,39,0.5900747790618627,0.8406113537117904,0.4949617089883111,0.6159895150720839
COLO320DM,40,0.7710843373493976,0.8406113537117904,0.7886672448684591,0.7551020408163265
COLO320DM,41,0.8046218487394958,0.8406113537117904,0.7671040299906279,0.7766258246936852
COLO320DM,42,0.7530562347188264,0.8406113537117904,0.782608695652174,0.7448275862068966
COLO320DM,43,0.656084656084656,0.8406113537117904,0.5709412311986355,0.6550279329608939
COLO320DM,44,0.8111239860950173,0.8406113537117904,0.8140814081408141,0.796976241900648
COLO320DM,45,0.8097447795823666,0.8406113537117904,0.8138957816377171,0.7978378378378378
COLO320DM,46,0.812428078250863,0.8406113537117904,0.8266373142542652,0.8047210300429185
COLO320DM,47,0.7962308598351001,0.8406113537117904,0.8057432432432432,0.770764119601329
COLO320DM,48,0.7962308598351001,0.8406113537117904,0.8054069276260208,0.7716186252771619
COLO320DM,49,0.8137931034482758,0.8406113537117904,0.823721436343852,0.8153681963713981
COLO320DM,50,0.7953216374269005,0.8406113537117904,0.8123620309050773,0.8021505376344086
COLO320DM,51,0.7736526946107785,0.8406113537117904,0.79839862739491,0.7721661054994389
NCI-H716,1,0.8805067664843075,0.8805067664843075,0.905650933480154,0.8992158001742666
NCI-H716,2,0.7630494505494505,0.8805067664843075,0.7657992565055762,0.7836990595611285
NCI-H716,3,0.8023793787177792,0.8805067664843075,0.8168339416058394,0.837873754152824
NCI-H716,4,0.7158774373259053,0.8805067664843075,0.711127132900745,0.7130977130977131
NCI-H716,5,0.8516483516483516,0.8805067664843075,0.8701851457756969,0.8788348311124884
NCI-H716,6,0.8714909544603868,0.8805067664843075,0.8880676949443016,0.9010644959298684
NCI-H716,7,0.7918816649466804,0.8805067664843075,0.8048608665022895,0.8142808101613457
NCI-H716,8,0.8085797855053624,0.8805067664843075,0.822204706677176,0.8270481144343304
NCI-H716,9,0.8773349937733499,0.8805067664843075,0.8967275818104548,0.9039057656540608
NCI-H716,10,0.7858672376873662,0.8805067664843075,0.8152940040552283,0.7933839479392625
NCI-H716,11,0.8115165718111818,0.8805067664843075,0.825163586270233,0.8385364216179926
NCI-H716,12,0.89618138424821,0.89618138424821,0.9191458856060218,0.9236755462436396
NCI-H716,13,0.8881695114773396,0.89618138424821,0.908858950806287,0.9070875521143538
NCI-H716,14,0.7953615279672579,0.89618138424821,0.8088655584718577,0.818828310193024
NCI-H716,15,0.8783699059561129,0.89618138424821,0.8969050160085379,0.9051321928460342
NCI-H716,16,0.7761821366024518,0.89618138424821,0.8027122641509434,0.8095567867036011
NCI-H716,17,0.5761743168422933,0.89618138424821,0.6415367636915437,0.6099506266616027
NCI-H716,18,0.8548490687219011,0.89618138424821,0.8780221579435682,0.880792585490572
NCI-H716,19,0.8926858513189448,0.89618138424821,0.9180748882839386,0.9226154769046192
NCI-H716,20,0.7519630484988452,0.89618138424821,0.8130655864862536,0.7804175665946724
NCI-H716,21,0.8473034437946718,0.89618138424821,0.8679662046496217,0.8694525429219306
NCI-H716,22,0.8857938718662952,0.89618138424821,0.905341981753942,0.9135650569055676
NCI-H716,23,0.8866421568627451,0.89618138424821,0.9040020925974366,0.909480122324159
NCI-H716,24,0.84609395276408,0.89618138424821,0.8855452555084549,0.87252276379218
NCI-H716,25,0.8625668449197861,0.89618138424821,0.8908032375633076,0.8729042725797729
NCI-H716,26,0.7648886587260487,0.89618138424821,0.8079363576096221,0.7932148626817448
NCI-H716,27,0.8775125628140703,0.89618138424821,0.8959179311818765,0.9024009978172748
NCI-H716,28,0.8783699059561129,0.89618138424821,0.8969050160085379,0.9051321928460342
NCI-H716,29,0.9035113602832694,0.9035113602832694,0.904999490886875,0.9028840494408475
NCI-H716,30,0.8599807753925024,0.9035113602832694,0.8799608035276825,0.8819400127632419
NCI-H716,31,0.9098862642169728,0.9098862642169728,0.9122648607975922,0.907822041291073
NCI-H716,32,0.858608528374479,0.9098862642169728,0.8769995086531637,0.8768
NCI-H716,33,0.861244019138756,0.9098862642169728,0.8863415161674056,0.890506329113924
NCI-H716,34,0.8738539361365792,0.9098862642169728,0.8907400440694362,0.895017235976183
NCI-H716,35,0.8371634931057124,0.9098862642169728,0.8576059014194702,0.861156484808886
NCI-H716,36,0.8491514770584538,0.9098862642169728,0.8666196189131969,0.8685968819599109
NCI-H716,37,0.4360961513201103,0.9098862642169728,0.5654613283200658,0.5241116751269036
NCI-H716,38,0.8412802090137165,0.9098862642169728,0.8653260207190737,0.8695652173913043
NCI-H716,39,0.8857765328353564,0.9098862642169728,0.8959131545338442,0.8990712074303405
NCI-H716,40,0.879079888094498,0.9098862642169728,0.8970181043663472,0.9044506691565516
NCI-H716,41,0.8757575757575757,0.9098862642169728,0.8946595320532997,0.8946236559139785
NCI-H716,42,0.8762854471798068,0.9098862642169728,0.8921976731775003,0.8978444236176195
NCI-H716,43,0.7925270403146509,0.9098862642169728,0.8418640183346066,0.8206826286296485
NCI-H716,44,0.817414782315221,0.9098862642169728,0.825299815498155,0.832828792465523
NCI-H716,45,0.845152895250488,0.9098862642169728,0.8639937977627644,0.8682421495629654
NCI-H716,46,0.8510500807754443,0.9098862642169728,0.8732100729686728,0.8746786632390745
NCI-H716,47,0.8358110340270896,0.9098862642169728,0.8532630043207452,0.8577062109760105
NCI-H716,48,0.8970814132104454,0.9098862642169728,0.9109076641381114,0.9155230253125952
NCI-H716,49,0.8364116094986808,0.9098862642169728,0.8546452986663678,0.860983606557377
NCI-H716,50,0.8393207054212932,0.9098862642169728,0.8584942407211619,0.8594664931685101
NCI-H716,51,0.8354497354497354,0.9098862642169728,0.8683813830789523,0.8566007047980483
