Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Subset	Split	ecDNA Count
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_114.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_114.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	107
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_115.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_115.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		15
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_12.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_12.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	16
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_13.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_13.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		49
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_14.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_14.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		24
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_15.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_15.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		13
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_16.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_16.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		65
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_17.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_17.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	val	13
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_18.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_18.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	51
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_19.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_19.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		31
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_2.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_2.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		24
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_21.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_21.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	val	40
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_22.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_22.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	65
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_23.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_23.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	57
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_24.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_24.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		137
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_25.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_25.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	53
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_26.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_26.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	22
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_27.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_27.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	val	18
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_28.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_28.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	35
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_29.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_29.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		23
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_3.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_3.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	144
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_30.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_30.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		40
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_31.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_31.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	val	143
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_32.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_32.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		61
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_33.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_33.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	24
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_34.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_34.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		55
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_35.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_35.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	val	57
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_36.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_36.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	59
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_37.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_37.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	12
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_38.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_38.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	41
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_39.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_39.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	41
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_4.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_4.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	46
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_40.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_40.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		75
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_41.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_41.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	101
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_42.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_42.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		83
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_43.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_43.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	44
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_44.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_44.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		71
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_45.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_45.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		130
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_46.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_46.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		64
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_47.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_47.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	22
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_48.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_48.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	32
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_49.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_49.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	74
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_5.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_5.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		20
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_50.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_50.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	7
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_51.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_51.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		93
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_52.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_52.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		26
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_53_a.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_53_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		31
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_53_b.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_53_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		10
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_54_a.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_54_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		78
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_54_b.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_54_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		29
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_55.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_55.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	34
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_56.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_56.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		3
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_57_a.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_57_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		30
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_57_b.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_57_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		3
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_58.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_58.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	15
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_59.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_59.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		35
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_6.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_6.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		106
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_60.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_60.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		79
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_62.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_62.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		213
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_63.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_63.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		94
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_64.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_64.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		48
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_65.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_65.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	30
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_66_a.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_66_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	61
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_66_b.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_66_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		6
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_67.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_67.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	91
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_68.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_68.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		9
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_69.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_69.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	54
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_7.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_7.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		27
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_70.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_70.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		3
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_71.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_71.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		5
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_72.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_72.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	37
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_73.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_73.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		19
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_74.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_74.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		83
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_75.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_75.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	47
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_76.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_76.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		20
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_77.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_77.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		57
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_78_a.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_78_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	26
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_78_b.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_78_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	52
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_79.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_79.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	10
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_8.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_8.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	36
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_80.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_80.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		5
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_81.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_81.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	59
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_82.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_82.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	30
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_83.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_83.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		17
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_84.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_84.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		54
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_85.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_85.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		7
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_86.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_86.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	extension		6
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_87_a.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_87_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	test	31
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_87_b.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_87_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	45
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_88.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_88.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	53
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_89.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_89.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	15
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_9.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_9.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	23
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_90.png	images/rgb/colo320dm_qpcr_jq1_24h_ctrl_90.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	COLO320DM	qpcr_jq1_24h_ctrl	benchmark	train	89
