train_tp,train_fp,train_fn,train_ignored_pred,train_precision,train_recall,train_f1,train_n_images,val_tp,val_fp,val_fn,val_ignored_pred,val_precision,val_recall,val_f1,val_n_images,test_tp,test_fp,test_fn,test_ignored_pred,test_precision,test_recall,test_f1,test_n_images,cell_line,combo_id,threshold_factor,morph_close_kernel,min_area,max_area,merge_distance
12287,514,12350,99,0.9598468869619561,0.49872143523968016,0.6563919012767776,86,2653,124,2559,30,0.9553474972992438,0.5090176515732924,0.6641632244335962,18,2647,172,2377,27,0.9389854558354026,0.5268710191082803,0.6749968124442177,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.2625222843539818,5.0,16.0,592.0,3.697089110510541
10027,1056,14610,27,0.9047189389154561,0.40698948735641516,0.5614221724524077,86,2189,225,3023,5,0.9067937033968517,0.41999232540291637,0.5740886441122476,18,2220,230,2804,7,0.9061224489795918,0.44187898089171973,0.594059405940594,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,30.0,860.0,0.0
20922,2244,3715,2336,0.9031339031339032,0.8492105369971993,0.8753425517226953,86,4447,594,765,710,0.8821662368577663,0.8532233307751343,0.8674534282648981,18,4294,618,730,514,0.874185667752443,0.8546974522292994,0.8643317230273752,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.0008367338039468,5.0,3.0,900.0,5.936296638079994
14825,1429,9812,63,0.91208317952504,0.6017372244997362,0.7250984324178915,86,3152,398,2060,21,0.887887323943662,0.6047582501918649,0.7194704405386898,18,3105,348,1919,16,0.8992180712423979,0.6180334394904459,0.7325704848413354,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,1.0,756.0,20.0
3698,93,20939,6,0.9754682141915062,0.15009944392580266,0.2601660334881103,86,769,20,4443,0,0.9746514575411914,0.14754412893323102,0.256290618230295,18,802,16,4222,1,0.980440097799511,0.15963375796178345,0.2745635056487504,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,30.0,914.0,12.510750650085816
17922,1906,6715,725,0.9038733104700424,0.7274424645857857,0.8061171708085011,86,3807,511,1405,226,0.881658175081056,0.7304297774366846,0.7989506820566632,18,3719,424,1305,167,0.8976587014240889,0.7402468152866242,0.81138867677539,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,1.0,887.0,8.70283780583899
8416,388,16221,23,0.9559291231258519,0.34160003247148596,0.5033342304356927,86,1849,88,3363,1,0.9545689210118741,0.3547582501918649,0.517275143376696,18,1814,109,3210,4,0.9433177327093084,0.36106687898089174,0.5222398157478048,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.213230003307283,9.0,26.0,727.0,2.4933835439485
14825,1429,9812,63,0.91208317952504,0.6017372244997362,0.7250984324178915,86,3152,398,2060,21,0.887887323943662,0.6047582501918649,0.7194704405386898,18,3105,348,1919,16,0.8992180712423979,0.6180334394904459,0.7325704848413354,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,1.0,700.0,20.0
18021,1967,6616,914,0.9015909545727436,0.7314608109753623,0.8076638655462185,86,3833,520,1379,286,0.8805421548357455,0.735418265541059,0.8014636696288552,18,3742,435,1282,209,0.8958582714867129,0.7448248407643312,0.8133898489294642,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,1.0,906.0,7.084632183317078
15771,1131,8866,275,0.9330848420305289,0.640134756666802,0.7593346012181323,86,3334,280,1878,64,0.9225235196458218,0.6396776669224866,0.7554951280308181,18,3377,269,1647,55,0.926220515633571,0.6721735668789809,0.7790080738177624,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.8264525603069112,7.0,13.0,455.0,2.4618068433873592
24148,19367,489,22627,0.5549350798575204,0.9801518041969396,0.7086512501467308,86,5070,4728,142,5669,0.5174525413349663,0.9727551803530314,0.6755496335776149,18,4898,6615,126,4855,0.42543212021193433,0.9749203821656051,0.5923686279252585,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,1.0,1.0,883.0,0.0
18453,7316,6184,2531,0.7160929799371337,0.7489954134026059,0.7321747411022498,86,3894,1820,1318,651,0.6814840742037102,0.7471220260936301,0.7127951674903898,18,3800,1407,1224,526,0.7297868254273094,0.7563694267515924,0.7428403870589385,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,937.0,0.0
18384,7292,6253,2529,0.7159993768499766,0.7461947477371433,0.7307852841214,86,3874,1815,1338,651,0.6809632624362806,0.7432847275518035,0.710760480689845,18,3789,1403,1235,526,0.7297765793528506,0.7541799363057324,0.7417776037588097,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,702.0,0.0
3489,90,21148,0,0.9748533109807209,0.14161626821447418,0.24730649277005953,86,736,20,4476,0,0.9735449735449735,0.14121258633921718,0.24664879356568364,18,752,15,4272,0,0.9804432855280313,0.14968152866242038,0.25971334829908477,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,30.0,441.0,20.0
18169,7245,6468,2520,0.7149209097347918,0.737468035880992,0.7260194601506463,86,3838,1802,1374,650,0.6804964539007092,0.7363775901765157,0.7073350534463694,18,3741,1378,1283,522,0.7308067982027739,0.7446257961783439,0.7376515823720793,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,438.0,0.0
22850,6360,1787,11098,0.78226634714139,0.9274668182002679,0.8487009489850874,86,4814,1350,398,3017,0.780986372485399,0.9236377590176515,0.8463431786216596,18,4652,2637,372,2215,0.6382219783235011,0.9259554140127388,0.7556241370908796,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.2522227169035751,1.0,1.0,413.0,0.0883616390449476
18704,5406,5933,764,0.7757776856076317,0.7591833421276941,0.7673908137936694,86,3919,1376,1293,203,0.7401322001888574,0.7519186492709132,0.7459788712287047,18,3867,1080,1157,179,0.7816858702243784,0.7697054140127388,0.7756493832113128,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,11.0,1.0,410.0,15.854492900385381
14913,735,9724,304,0.9530291411042945,0.6053090879571377,0.7403748293409458,86,3156,180,2056,96,0.9460431654676259,0.6055257099002302,0.7384183434721572,18,3224,255,1800,69,0.9267030755964357,0.64171974522293,0.7583205927319769,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.7436869235432471,1.0,17.0,400.0,0.0
15969,4491,8668,171,0.7804985337243402,0.6481714494459553,0.7082067543295563,86,3342,1134,1870,40,0.7466487935656837,0.6412125863392172,0.6899256812551611,18,3334,913,1690,37,0.7850247233341182,0.6636146496815286,0.7192320138064934,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,726.0,20.0
18209,7255,6428,2523,0.7150879673264217,0.7390916101798108,0.7268916788088062,86,3843,1803,1369,650,0.6806588735387885,0.7373369148119724,0.7078651685393258,18,3749,1381,1275,524,0.7307992202729044,0.746218152866242,0.738428205633248,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,472.0,0.0
18105,2182,6532,1483,0.8924434366835905,0.7348703170028819,0.8060279583296234,86,3872,558,1340,423,0.874040632054176,0.7429009976976209,0.8031528728479569,18,3776,485,1248,330,0.8861769537667215,0.7515923566878981,0.813354873451804,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,1.0,388.0,0.0
16176,1579,8461,127,0.9110673049845114,0.6565734464423428,0.7631628609171541,86,3412,434,1800,44,0.8871554862194487,0.6546431312356101,0.7533671892249945,18,3366,378,1658,37,0.8990384615384616,0.669984076433121,0.7677919708029197,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,1.0,380.0,17.28929547355876
18031,7220,6606,2519,0.7140707298720843,0.731866704550067,0.7228592046183451,86,3810,1791,1402,650,0.6802356722013926,0.7310053722179586,0.7047072967724036,18,3707,1368,1317,521,0.7304433497536946,0.7378582802547771,0.734132092286365,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,362.0,0.0
7445,295,17192,2,0.9618863049095607,0.3021877663676584,0.4598943694598017,86,1685,64,3527,0,0.9634076615208691,0.32329240214888716,0.4841258439879328,18,1618,62,3406,3,0.9630952380952381,0.32205414012738853,0.48269689737470167,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,24.0,378.0,15.901450381622961
18697,2801,5940,497,0.8697088101218718,0.7588992166254008,0.8105343015064485,86,3983,731,1229,137,0.8449299957573186,0.7641980046047583,0.8025387870239774,18,3858,654,1166,107,0.8550531914893617,0.7679140127388535,0.8091442953020134,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.134660095137176,9.0,1.0,986.0,14.89854379729302
14750,646,9887,302,0.9580410496232787,0.5986930226894508,0.7368920640471611,86,3095,156,2117,89,0.9520147646877883,0.5938219493476592,0.7314191185158927,18,3163,204,1861,66,0.9394119394119395,0.629578025477707,0.7539029913002026,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.9393078648327715,1.0,15.0,981.0,0.0
9740,395,14897,0,0.9610261470152935,0.3953403417623899,0.5602208673645462,86,2192,92,3020,0,0.9597197898423818,0.4205679201841903,0.5848452508004269,18,2102,75,2922,1,0.9655489205328434,0.41839171974522293,0.5838078044716012,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,16.0,1000.0,20.0
13113,606,11524,60,0.9558276842335447,0.5322482445102894,0.6837522160809261,86,2866,146,2346,16,0.951527224435591,0.5498848810437452,0.6969844357976653,18,2810,118,2214,11,0.9596994535519126,0.5593152866242038,0.7067404426559356,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,9.0,415.0,0.0
18394,6787,6243,2145,0.7304713871569835,0.746600641311848,0.7384479505399655,86,3881,1698,1331,557,0.6956443807133895,0.7446277820414429,0.7193031229728477,18,3792,1297,1232,439,0.7451365690705443,0.7547770700636943,0.749925838030258,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,1.0,971.0,5.004613634470951
21717,3103,2920,5815,0.8749798549556809,0.881479076186224,0.8782174414137534,86,4590,686,622,1674,0.8699772554965883,0.8806600153491941,0.8752860411899314,18,4440,1118,584,1181,0.7988485066570709,0.8837579617834395,0.8391608391608392,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,1.0,396.0,3.9780301068052757
22325,4441,2312,8288,0.8340805499514309,0.9061574055282705,0.8686263447658698,86,4742,1083,470,2322,0.8140772532188841,0.9098234842670759,0.8592914741324635,18,4546,1471,478,1614,0.7555260096393551,0.9048566878980892,0.8234761344081152,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.2912287026698728,5.0,1.0,520.0,0.32658214087067705
15009,1248,9628,48,0.9232330688318878,0.6092056662743028,0.734044114050961,86,3196,333,2016,17,0.9056389912156418,0.6132003069838834,0.7312664454867864,18,3155,298,1869,11,0.9136982334202143,0.6279856687898089,0.7443671110062522,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.394513086743801,5.0,2.0,521.0,19.308966121066785
13424,1462,11213,97,0.9017869138788123,0.5448715346836059,0.6793006603749715,86,2859,331,2353,23,0.8962382445141066,0.5485418265541059,0.6805522494644133,18,2851,294,2173,20,0.9065182829888713,0.5674761146496815,0.6980046517321582,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,15.0,17.0,522.0,0.0
21803,4057,2834,8059,0.8431167826759474,0.8849697609286845,0.8635364477097649,86,4606,814,606,2236,0.8498154981549816,0.8837298541826554,0.8664409330323551,18,4457,1645,567,1644,0.7304162569649295,0.8871417197452229,0.8011864102103182,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,1.0,505.0,0.0
21803,4057,2834,8059,0.8431167826759474,0.8849697609286845,0.8635364477097649,86,4606,814,606,2236,0.8498154981549816,0.8837298541826554,0.8664409330323551,18,4457,1645,567,1644,0.7304162569649295,0.8871417197452229,0.8011864102103182,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,1.0,542.0,0.0
18164,2189,6473,1483,0.8924482877217118,0.7372650890936396,0.8074683262947322,86,3879,559,1333,423,0.8740423614240649,0.7442440521872602,0.8039378238341969,18,3780,485,1244,330,0.8862837045720985,0.7523885350318471,0.8138658628485306,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,1.0,556.0,0.0
16768,4562,7869,406,0.7861228316924519,0.6806023460648618,0.7295668631844584,86,3527,1160,1685,107,0.7525069340729678,0.6767075978511128,0.7125972320436408,18,3471,1001,1553,110,0.7761627906976745,0.6908837579617835,0.731044650379107,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,0.6,1.0,1.0,554.0,18.812881605553237
7899,189,16738,46,0.9766320474777448,0.32061533465925235,0.4827501909854851,86,1660,53,3552,8,0.9690601284296556,0.31849577897160397,0.47942238267148013,18,1765,46,3259,13,0.9745996686913307,0.3513136942675159,0.5164594001463058,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,1.0,21.0,552.0,0.0
18160,2189,6477,1483,0.8924271462971154,0.7371027316637577,0.8073622904903748,86,3879,559,1333,423,0.8740423614240649,0.7442440521872602,0.8039378238341969,18,3780,485,1244,330,0.8862837045720985,0.7523885350318471,0.8138658628485306,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.6,15.0,1.0,537.0,0.0
15359,1979,9278,105,0.8858576537086169,0.6234119413889678,0.7318165574746873,86,3250,519,1962,30,0.8622976916954099,0.623561013046815,0.723750139182719,18,3205,447,1819,27,0.8776013143483024,0.637937898089172,0.7388197325956662,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.2680525598321544,1.0,1.0,796.0,20.0
19407,2054,5230,617,0.904291505521644,0.7877176604294354,0.8419888064558115,86,4106,539,1106,185,0.8839612486544671,0.7877973906369916,0.8331135233843969,18,4032,531,992,123,0.883629191321499,0.802547770700637,0.8411390424533222,19,SNU16,clahe__remove_background__apply_gamma__apply_sigmoid,1.1096404496395378,1.0,2.0,101.0,12.185631828448136
