run,held_out_cell_line,epoch,train_loss,val_loss,lr
holdout_nci_h2170,NCI-H2170,39.0,0.673844,0.680971,0.0001
holdout_nci_h2170,NCI-H2170,40.0,0.671449,0.676796,0.0001
holdout_nci_h2170,NCI-H2170,41.0,0.666835,0.673256,0.0001
holdout_nci_h2170,NCI-H2170,42.0,0.663447,0.672736,0.0001
holdout_nci_h2170,NCI-H2170,43.0,0.661222,0.668473,0.0001
holdout_nci_h2170,NCI-H2170,44.0,0.659757,0.667312,0.0001
holdout_nci_h2170,NCI-H2170,45.0,0.656544,0.664509,0.0001
holdout_nci_h2170,NCI-H2170,46.0,0.655552,0.665351,0.0001
holdout_nci_h2170,NCI-H2170,47.0,0.652566,0.662522,0.0001
holdout_nci_h2170,NCI-H2170,48.0,0.651239,0.660531,0.0001
holdout_nci_h2170,NCI-H2170,49.0,0.650141,0.66174,0.0001
holdout_nci_h2170,NCI-H2170,50.0,0.647651,0.658589,0.0001
holdout_nci_h2170,NCI-H2170,51.0,0.646012,0.662399,0.0001
holdout_nci_h2170,NCI-H2170,52.0,0.647192,0.655661,0.0001
holdout_nci_h2170,NCI-H2170,53.0,0.64245,0.655901,0.0001
holdout_nci_h2170,NCI-H2170,54.0,0.643283,0.66165,0.0001
holdout_nci_h2170,NCI-H2170,55.0,0.642995,0.660874,0.0001
holdout_nci_h2170,NCI-H2170,56.0,0.640355,0.659787,0.0001
holdout_nci_h2170,NCI-H2170,57.0,0.640387,0.656802,0.0001
holdout_nci_h2170,NCI-H2170,58.0,0.640342,0.654967,0.0001
holdout_nci_h2170,NCI-H2170,59.0,0.6364,0.653851,0.0001
holdout_nci_h2170,NCI-H2170,60.0,0.638127,0.652258,0.0001
holdout_nci_h2170,NCI-H2170,61.0,0.636333,0.652777,0.0001
holdout_nci_h2170,NCI-H2170,62.0,0.63507,0.652244,0.0001
holdout_nci_h2170,NCI-H2170,63.0,0.637233,0.653718,0.0001
holdout_nci_h2170,NCI-H2170,64.0,0.633064,0.658066,0.0001
holdout_nci_h2170,NCI-H2170,65.0,0.632784,0.65273,0.0001
holdout_nci_h2170,NCI-H2170,66.0,0.633628,0.657623,5e-05
holdout_nci_h2170,NCI-H2170,67.0,0.629878,0.64998,5e-05
holdout_nci_h2170,NCI-H2170,68.0,0.625711,0.650169,5e-05
holdout_nci_h2170,NCI-H2170,69.0,0.625596,0.650283,5e-05
holdout_nci_h2170,NCI-H2170,70.0,0.622928,0.651598,5e-05
holdout_nci_h716,NCI-H716,1.0,1.191122,1.131314,0.0001
holdout_nci_h716,NCI-H716,2.0,1.096128,1.057965,0.0001
holdout_nci_h716,NCI-H716,3.0,1.034217,1.013342,0.0001
holdout_nci_h716,NCI-H716,4.0,0.99206,0.971553,0.0001
holdout_nci_h716,NCI-H716,5.0,0.944471,0.917928,0.0001
holdout_nci_h716,NCI-H716,6.0,0.877978,0.838905,0.0001
holdout_nci_h716,NCI-H716,7.0,0.796925,0.762025,0.0001
holdout_nci_h716,NCI-H716,8.0,0.736895,0.718776,0.0001
holdout_nci_h716,NCI-H716,9.0,0.703886,0.69387,0.0001
holdout_nci_h716,NCI-H716,10.0,0.687138,0.680353,0.0001
holdout_nci_h716,NCI-H716,11.0,0.677055,0.673769,0.0001
holdout_nci_h716,NCI-H716,12.0,0.672208,0.666138,0.0001
holdout_nci_h716,NCI-H716,13.0,0.666709,0.665851,0.0001
holdout_nci_h716,NCI-H716,14.0,0.664125,0.660795,0.0001
holdout_nci_h716,NCI-H716,15.0,0.663348,0.658937,0.0001
holdout_nci_h716,NCI-H716,16.0,0.660551,0.659737,0.0001
holdout_nci_h716,NCI-H716,17.0,0.658413,0.662931,0.0001
holdout_nci_h716,NCI-H716,18.0,0.656969,0.654661,0.0001
holdout_nci_h716,NCI-H716,19.0,0.655232,0.653106,0.0001
holdout_nci_h716,NCI-H716,20.0,0.654109,0.65307,0.0001
holdout_nci_h716,NCI-H716,21.0,0.654936,0.653747,0.0001
holdout_nci_h716,NCI-H716,22.0,0.653319,0.656595,0.0001
holdout_nci_h716,NCI-H716,23.0,0.653512,0.652542,0.0001
holdout_nci_h716,NCI-H716,24.0,0.652195,0.653343,0.0001
holdout_nci_h716,NCI-H716,25.0,0.651301,0.649909,0.0001
holdout_nci_h716,NCI-H716,26.0,0.651315,0.64961,0.0001
holdout_nci_h716,NCI-H716,27.0,0.649825,0.651886,0.0001
holdout_nci_h716,NCI-H716,28.0,0.650194,0.651669,0.0001
holdout_nci_h716,NCI-H716,29.0,0.650206,0.649729,0.0001
holdout_nci_h716,NCI-H716,30.0,0.649811,0.649275,0.0001
holdout_nci_h716,NCI-H716,31.0,0.648588,0.649638,0.0001
holdout_nci_h716,NCI-H716,32.0,0.649624,0.64939,0.0001
holdout_nci_h716,NCI-H716,33.0,0.648122,0.648802,0.0001
holdout_nci_h716,NCI-H716,34.0,0.648771,0.649591,0.0001
holdout_nci_h716,NCI-H716,35.0,0.647028,0.647551,0.0001
holdout_nci_h716,NCI-H716,36.0,0.647008,0.64986,0.0001
holdout_nci_h716,NCI-H716,37.0,0.649798,0.647951,0.0001
holdout_nci_h716,NCI-H716,38.0,0.646327,0.649635,0.0001
holdout_nci_h716,NCI-H716,39.0,0.645979,0.650236,0.0001
holdout_nci_h716,NCI-H716,40.0,0.645442,0.648099,0.0001
holdout_nci_h716,NCI-H716,41.0,0.645856,0.648008,5e-05
holdout_nci_h716,NCI-H716,42.0,0.642641,0.646831,5e-05
holdout_nci_h716,NCI-H716,43.0,0.642193,0.646432,5e-05
holdout_nci_h716,NCI-H716,44.0,0.641571,0.646395,5e-05
holdout_nci_h716,NCI-H716,45.0,0.641867,0.646162,5e-05
holdout_nci_h716,NCI-H716,46.0,0.641408,0.64614,5e-05
holdout_nci_h716,NCI-H716,47.0,0.640946,0.645971,5e-05
holdout_nci_h716,NCI-H716,48.0,0.64056,0.646321,5e-05
holdout_nci_h716,NCI-H716,49.0,0.640348,0.647638,5e-05
holdout_nci_h716,NCI-H716,50.0,0.639956,0.646738,5e-05
holdout_nci_h716,NCI-H716,51.0,0.640852,0.645472,5e-05
holdout_nci_h716,NCI-H716,52.0,0.639506,0.645369,5e-05
holdout_nci_h716,NCI-H716,53.0,0.639472,0.646326,5e-05
holdout_nci_h716,NCI-H716,54.0,0.639151,0.645553,5e-05
holdout_nci_h716,NCI-H716,55.0,0.639444,0.645087,5e-05
holdout_nci_h716,NCI-H716,56.0,0.638574,0.648173,5e-05
holdout_nci_h716,NCI-H716,57.0,0.638602,0.645484,5e-05
holdout_nci_h716,NCI-H716,58.0,0.638151,0.646876,5e-05
holdout_nci_h716,NCI-H716,59.0,0.638301,0.646678,5e-05
holdout_nci_h716,NCI-H716,60.0,0.637419,0.648022,5e-05
holdout_nci_h716,NCI-H716,61.0,0.63829,0.645875,2.5e-05
holdout_nci_h716,NCI-H716,62.0,0.635677,0.645604,2.5e-05
holdout_nci_h716,NCI-H716,63.0,0.635318,0.645538,2.5e-05
holdout_nci_h716,NCI-H716,64.0,0.635458,0.645628,2.5e-05
holdout_nci_h716,NCI-H716,65.0,0.634841,0.645956,2.5e-05
holdout_nci_h716,NCI-H716,66.0,0.634632,0.646185,2.5e-05
holdout_nci_h716,NCI-H716,67.0,0.634667,0.645,2.5e-05
holdout_nci_h716,NCI-H716,68.0,0.634344,0.645752,2.5e-05
holdout_nci_h716,NCI-H716,69.0,0.634002,0.64547,2.5e-05
holdout_nci_h716,NCI-H716,70.0,0.633901,0.645204,2.5e-05
holdout_snu16,SNU16,1.0,1.193634,1.134871,0.0001
holdout_snu16,SNU16,2.0,1.100202,1.065198,0.0001
holdout_snu16,SNU16,3.0,1.041816,1.021763,0.0001
holdout_snu16,SNU16,4.0,1.002828,0.984827,0.0001
holdout_snu16,SNU16,5.0,0.961701,0.940982,0.0001
holdout_snu16,SNU16,6.0,0.905322,0.871111,0.0001
holdout_snu16,SNU16,7.0,0.829548,0.791256,0.0001
holdout_snu16,SNU16,8.0,0.758877,0.731614,0.0001
holdout_snu16,SNU16,9.0,0.716887,0.700633,0.0001
holdout_snu16,SNU16,10.0,0.694954,0.684347,0.0001
holdout_snu16,SNU16,11.0,0.682543,0.675506,0.0001
holdout_snu16,SNU16,12.0,0.675365,0.673458,0.0001
holdout_snu16,SNU16,13.0,0.67023,0.664217,0.0001
holdout_snu16,SNU16,14.0,0.666777,0.661285,0.0001
holdout_snu16,SNU16,15.0,0.664536,0.657845,0.0001
holdout_snu16,SNU16,16.0,0.66268,0.657438,0.0001
holdout_snu16,SNU16,17.0,0.661198,0.657982,0.0001
holdout_snu16,SNU16,18.0,0.659291,0.654897,0.0001
holdout_snu16,SNU16,19.0,0.657314,0.655394,0.0001
holdout_snu16,SNU16,20.0,0.657921,0.652539,0.0001
holdout_snu16,SNU16,21.0,0.657131,0.656887,0.0001
holdout_snu16,SNU16,22.0,0.656148,0.65273,0.0001
holdout_snu16,SNU16,23.0,0.654821,0.651497,0.0001
holdout_snu16,SNU16,24.0,0.653777,0.652822,0.0001
holdout_snu16,SNU16,25.0,0.653292,0.650011,0.0001
holdout_snu16,SNU16,26.0,0.653329,0.652099,0.0001
holdout_snu16,SNU16,27.0,0.651703,0.648597,0.0001
holdout_snu16,SNU16,28.0,0.652685,0.650163,0.0001
holdout_snu16,SNU16,29.0,0.651306,0.65076,0.0001
holdout_snu16,SNU16,30.0,0.651315,0.650649,0.0001
holdout_snu16,SNU16,31.0,0.652389,0.647724,0.0001
holdout_snu16,SNU16,32.0,0.65038,0.648412,0.0001
holdout_snu16,SNU16,33.0,0.650767,0.647429,0.0001
holdout_snu16,SNU16,34.0,0.649391,0.649033,0.0001
holdout_snu16,SNU16,35.0,0.648784,0.647654,0.0001
holdout_snu16,SNU16,36.0,0.648713,0.650048,0.0001
holdout_snu16,SNU16,37.0,0.648167,0.647602,0.0001
holdout_snu16,SNU16,38.0,0.648498,0.648166,0.0001
holdout_snu16,SNU16,39.0,0.647939,0.647352,0.0001
holdout_snu16,SNU16,40.0,0.647742,0.65412,0.0001
holdout_snu16,SNU16,41.0,0.647546,0.647415,0.0001
holdout_snu16,SNU16,42.0,0.646871,0.648846,0.0001
holdout_snu16,SNU16,43.0,0.646949,0.649331,0.0001
holdout_snu16,SNU16,44.0,0.646791,0.648386,0.0001
holdout_snu16,SNU16,45.0,0.646865,0.648412,5e-05
holdout_snu16,SNU16,46.0,0.644085,0.644782,5e-05
holdout_snu16,SNU16,47.0,0.642807,0.646416,5e-05
holdout_snu16,SNU16,48.0,0.642524,0.645328,5e-05
holdout_snu16,SNU16,49.0,0.642032,0.644891,5e-05
holdout_snu16,SNU16,50.0,0.641884,0.645262,5e-05
holdout_snu16,SNU16,51.0,0.641874,0.645559,5e-05
holdout_snu16,SNU16,52.0,0.642235,0.645107,2.5e-05
holdout_snu16,SNU16,53.0,0.640868,0.644237,2.5e-05
holdout_snu16,SNU16,54.0,0.639848,0.644508,2.5e-05
holdout_snu16,SNU16,55.0,0.639809,0.643704,2.5e-05
holdout_snu16,SNU16,56.0,0.639036,0.644093,2.5e-05
holdout_snu16,SNU16,57.0,0.638568,0.644088,2.5e-05
holdout_snu16,SNU16,58.0,0.638698,0.64506,2.5e-05
holdout_snu16,SNU16,59.0,0.638861,0.644642,2.5e-05
holdout_snu16,SNU16,60.0,0.6383,0.644358,2.5e-05
holdout_snu16,SNU16,61.0,0.638186,0.644114,1.25e-05
holdout_snu16,SNU16,62.0,0.636849,0.64528,1.25e-05
holdout_snu16,SNU16,63.0,0.63703,0.64444,1.25e-05
holdout_snu16,SNU16,64.0,0.636454,0.644128,1.25e-05
holdout_snu16,SNU16,65.0,0.636313,0.644128,1.25e-05
holdout_snu16,SNU16,66.0,0.636566,0.6444,1.25e-05
holdout_snu16,SNU16,67.0,0.636109,0.644634,6.25e-06
holdout_snu16,SNU16,68.0,0.635672,0.644306,6.25e-06
holdout_snu16,SNU16,69.0,0.635534,0.644237,6.25e-06
holdout_snu16,SNU16,70.0,0.635604,0.64435,6.25e-06
holdout_nci_h2170_control,NCI-H2170,1.0,1.261296,1.209728,0.0001
holdout_nci_h2170_control,NCI-H2170,2.0,1.195656,1.179106,0.0001
holdout_nci_h2170_control,NCI-H2170,3.0,1.167936,1.154212,0.0001
holdout_nci_h2170_control,NCI-H2170,4.0,1.145012,1.133494,0.0001
holdout_nci_h2170_control,NCI-H2170,5.0,1.125504,1.115822,0.0001
holdout_nci_h2170_control,NCI-H2170,6.0,1.108116,1.09984,0.0001
holdout_nci_h2170_control,NCI-H2170,7.0,1.092515,1.084884,0.0001
holdout_nci_h2170_control,NCI-H2170,8.0,1.078053,1.071677,0.0001
holdout_nci_h2170_control,NCI-H2170,9.0,1.064902,1.059609,0.0001
holdout_nci_h2170_control,NCI-H2170,10.0,1.046552,1.039082,0.0001
holdout_nci_h2170_control,NCI-H2170,11.0,1.032103,1.027951,0.0001
holdout_nci_h2170_control,NCI-H2170,12.0,1.020277,1.018469,0.0001
holdout_nci_h2170_control,NCI-H2170,13.0,1.011297,1.008682,0.0001
holdout_nci_h2170_control,NCI-H2170,14.0,1.000537,0.99925,0.0001
holdout_nci_h2170_control,NCI-H2170,15.0,0.990065,0.989708,0.0001
holdout_nci_h2170_control,NCI-H2170,16.0,0.979627,0.979953,0.0001
holdout_nci_h2170_control,NCI-H2170,17.0,0.968568,0.969254,0.0001
holdout_nci_h2170_control,NCI-H2170,18.0,0.956758,0.957306,0.0001
holdout_nci_h2170_control,NCI-H2170,19.0,0.943037,0.944725,0.0001
holdout_nci_h2170_control,NCI-H2170,20.0,0.929498,0.930028,0.0001
holdout_nci_h2170_control,NCI-H2170,21.0,0.912461,0.916922,0.0001
holdout_nci_h2170_control,NCI-H2170,22.0,0.895203,0.89549,0.0001
holdout_nci_h2170_control,NCI-H2170,23.0,0.875689,0.878085,0.0001
holdout_nci_h2170_control,NCI-H2170,24.0,0.855924,0.860792,0.0001
holdout_nci_h2170_control,NCI-H2170,25.0,0.835421,0.834964,0.0001
holdout_nci_h2170_control,NCI-H2170,26.0,0.814615,0.818774,0.0001
holdout_nci_h2170_control,NCI-H2170,27.0,0.794434,0.797595,0.0001
holdout_nci_h2170_control,NCI-H2170,28.0,0.777983,0.779062,0.0001
holdout_nci_h2170_control,NCI-H2170,29.0,0.759722,0.764532,0.0001
holdout_nci_h2170_control,NCI-H2170,30.0,0.746073,0.752871,0.0001
holdout_nci_h2170_control,NCI-H2170,31.0,0.735403,0.739342,0.0001
holdout_nci_h2170_control,NCI-H2170,32.0,0.724547,0.727672,0.0001
holdout_nci_h2170_control,NCI-H2170,33.0,0.715309,0.71638,0.0001
holdout_nci_h2170_control,NCI-H2170,34.0,0.707547,0.709263,0.0001
holdout_nci_h2170_control,NCI-H2170,35.0,0.702973,0.705372,0.0001
holdout_nci_h2170_control,NCI-H2170,36.0,0.695256,0.696634,0.0001
holdout_nci_h2170_control,NCI-H2170,37.0,0.69054,0.697806,0.0001
holdout_nci_h2170_control,NCI-H2170,38.0,0.687728,0.690844,0.0001
holdout_nci_h2170_control,NCI-H2170,39.0,0.682222,0.68932,0.0001
holdout_nci_h2170_control,NCI-H2170,40.0,0.680127,0.702234,0.0001
holdout_nci_h2170_control,NCI-H2170,41.0,0.682449,0.688273,0.0001
holdout_nci_h2170_control,NCI-H2170,42.0,0.674963,0.679843,0.0001
holdout_nci_h2170_control,NCI-H2170,43.0,0.672724,0.678915,0.0001
holdout_nci_h2170_control,NCI-H2170,44.0,0.673351,0.679427,0.0001
holdout_nci_h2170_control,NCI-H2170,45.0,0.669822,0.673203,0.0001
holdout_nci_h2170_control,NCI-H2170,46.0,0.666701,0.669373,0.0001
holdout_nci_h2170_control,NCI-H2170,47.0,0.663505,0.67108,0.0001
holdout_nci_h2170_control,NCI-H2170,48.0,0.664598,0.670136,0.0001
holdout_nci_h2170_control,NCI-H2170,49.0,0.663375,0.671158,0.0001
holdout_nci_h2170_control,NCI-H2170,50.0,0.659205,0.670536,0.0001
holdout_nci_h2170_control,NCI-H2170,51.0,0.657972,0.676388,0.0001
holdout_nci_h2170_control,NCI-H2170,52.0,0.659698,0.66768,0.0001
holdout_nci_h2170_control,NCI-H2170,53.0,0.658811,0.667337,0.0001
holdout_nci_h2170_control,NCI-H2170,54.0,0.655598,0.669749,0.0001
holdout_nci_h2170_control,NCI-H2170,55.0,0.656972,0.664718,0.0001
holdout_nci_h2170_control,NCI-H2170,56.0,0.654027,0.663595,0.0001
holdout_nci_h2170_control,NCI-H2170,57.0,0.652681,0.663217,0.0001
holdout_nci_h2170_control,NCI-H2170,58.0,0.653817,0.661265,0.0001
holdout_nci_h2170_control,NCI-H2170,59.0,0.650809,0.662611,0.0001
holdout_nci_h2170_control,NCI-H2170,60.0,0.651734,0.663585,0.0001
holdout_nci_h2170_control,NCI-H2170,61.0,0.649867,0.660632,0.0001
holdout_nci_h2170_control,NCI-H2170,62.0,0.65034,0.663546,0.0001
holdout_nci_h2170_control,NCI-H2170,63.0,0.648035,0.661124,0.0001
holdout_nci_h2170_control,NCI-H2170,64.0,0.648666,0.659649,0.0001
holdout_nci_h2170_control,NCI-H2170,65.0,0.64792,0.663495,0.0001
holdout_nci_h2170_control,NCI-H2170,66.0,0.645353,0.659229,0.0001
holdout_nci_h2170_control,NCI-H2170,67.0,0.645316,0.66183,0.0001
holdout_nci_h2170_control,NCI-H2170,68.0,0.644029,0.658871,0.0001
holdout_nci_h2170_control,NCI-H2170,69.0,0.649028,0.659896,0.0001
holdout_nci_h2170_control,NCI-H2170,70.0,0.645656,0.660414,0.0001
