pred_idx,gt_idx,distance_px,iou,cost,valid_OR,valid_AND
4,23,242.93427094586715,0.0,1.0,False,False
4,24,145.0939695507708,0.0,1.0,False,False
4,25,337.6516844323452,0.0,1.0,False,False
4,26,121.49016421093519,0.0,1.0,False,False
4,27,191.14146593557348,0.0,1.0,False,False
4,28,203.38992108755045,0.0,1.0,False,False
4,29,278.19751975889363,0.0,1.0,False,False
4,30,276.99505410746957,0.0,1.0,False,False
4,31,256.27848134402547,0.0,1.0,False,False
4,32,179.25808210510343,0.0,1.0,False,False
4,33,228.40722405388144,0.0,1.0,False,False
4,34,303.79048701366537,0.0,1.0,False,False
4,35,232.4002151461999,0.0,1.0,False,False
4,36,308.02055126241174,0.0,1.0,False,False
4,37,255.55637342864293,0.0,1.0,False,False
4,38,255.4600947310558,0.0,1.0,False,False
4,39,306.6859305543702,0.0,1.0,False,False
4,40,279.8925865399082,0.0,1.0,False,False
4,41,314.95374263532733,0.0,1.0,False,False
4,42,290.6438714303125,0.0,1.0,False,False
4,43,326.9169007561402,0.0,1.0,False,False
5,0,56.74691621577337,0.0,1.0,False,False
5,1,50.534146871199894,0.0,1.0,False,False
5,2,106.9303511637365,0.0,1.0,False,False
5,3,53.87114255331886,0.0,1.0,False,False
5,4,84.90288569889717,0.0,1.0,False,False
5,5,80.27515182171881,0.0,1.0,False,False
5,6,45.21172414319098,0.0,1.0,False,False
5,7,14.618481453283705,0.0,0.8654620363320926,True,False
5,8,282.6299701022523,0.0,1.0,False,False
5,9,51.104794295643124,0.0,1.0,False,False
5,10,30.30016501605232,0.0,1.0,False,False
5,11,43.98295124249848,0.0,1.0,False,False
5,12,35.65529413705629,0.0,1.0,False,False
5,13,206.44248593736705,0.0,1.0,False,False
5,14,282.2390830483971,0.0,1.0,False,False
5,15,231.12961731461417,0.0,1.0,False,False
5,16,76.4257809904485,0.0,1.0,False,False
5,17,160.23264336582602,0.0,1.0,False,False
5,18,164.03932455359597,0.0,1.0,False,False
5,19,231.9605569919162,0.0,1.0,False,False
5,20,261.219639384178,0.0,1.0,False,False
5,21,288.40128293750706,0.0,1.0,False,False
5,22,257.9769369536742,0.0,1.0,False,False
5,23,320.97679043818727,0.0,1.0,False,False
5,24,109.76565947508355,0.0,1.0,False,False
5,25,259.2113037658659,0.0,1.0,False,False
5,26,129.93883176325696,0.0,1.0,False,False
5,27,262.1146695627698,0.0,1.0,False,False
5,28,148.43618157309223,0.0,1.0,False,False
5,29,211.01777176342281,0.0,1.0,False,False
5,30,211.80769579975134,0.0,1.0,False,False
5,31,325.65334329621123,0.0,1.0,False,False
5,32,211.2593193210657,0.0,1.0,False,False
5,33,276.7824055101769,0.0,1.0,False,False
5,34,367.33540531781034,0.0,1.0,False,False
5,35,261.3053769060254,0.0,1.0,False,False
5,36,368.52584712608694,0.0,1.0,False,False
5,37,234.00106837362947,0.0,1.0,False,False
5,38,242.37182179453123,0.0,1.0,False,False
5,39,361.582770607229,0.0,1.0,False,False
5,40,324.39250916135535,0.0,1.0,False,False
5,41,369.290265238606,0.0,1.0,False,False
5,42,334.6994173881992,0.0,1.0,False,False
5,43,381.3005376340296,0.0,1.0,False,False
6,0,46.279898756648336,0.0,1.0,False,False
6,1,42.89912249386696,0.0,1.0,False,False
6,2,37.41375757924278,0.0,1.0,False,False
6,3,33.83070393777848,0.0,1.0,False,False
6,4,163.9527874997117,0.0,1.0,False,False
6,5,2.081996816472501,0.26666666666666666,0.4187165870784792,True,True
6,6,123.78415297979633,0.0,1.0,False,False
6,7,86.93554656294712,0.0,1.0,False,False
6,8,203.48903964636116,0.0,1.0,False,False
6,9,126.47589846513044,0.0,1.0,False,False
6,10,63.19211819248421,0.0,1.0,False,False
6,11,112.43409456136831,0.0,1.0,False,False
6,12,68.6146564108585,0.0,1.0,False,False
6,13,283.9039020863128,0.0,1.0,False,False
6,14,359.27372216461436,0.0,1.0,False,False
6,15,307.28365365188705,0.0,1.0,False,False
6,16,117.88425826677384,0.0,1.0,False,False
6,17,230.44535574289856,0.0,1.0,False,False
6,18,233.26685495336605,0.0,1.0,False,False
6,19,157.51008101018394,0.0,1.0,False,False
6,20,335.0546335122326,0.0,1.0,False,False
6,21,362.4782980109645,0.0,1.0,False,False
6,22,184.05426122309737,0.0,1.0,False,False
6,23,394.70514677739123,0.0,1.0,False,False
6,24,123.2830010468087,0.0,1.0,False,False
6,25,187.0234992085175,0.0,1.0,False,False
6,26,174.16598191437484,0.0,1.0,False,False
6,27,331.991741657719,0.0,1.0,False,False
6,28,123.56289595262142,0.0,1.0,False,False
6,29,157.81625731964422,0.0,1.0,False,False
6,30,161.51996268915937,0.0,1.0,False,False
6,31,393.31108227205664,0.0,1.0,False,False
6,32,258.9411449131359,0.0,1.0,False,False
6,33,331.43841904618523,0.0,1.0,False,False
6,34,430.1386332354406,0.0,1.0,False,False
6,35,302.8359414567837,0.0,1.0,False,False
6,36,429.07847150695386,0.0,1.0,False,False
6,37,234.33575015701913,0.0,1.0,False,False
6,38,250.12209415297775,0.0,1.0,False,False
6,39,418.1436988555035,0.0,1.0,False,False
6,40,374.35467890736277,0.0,1.0,False,False
6,41,425.25154928029275,0.0,1.0,False,False
6,42,383.9608978455751,0.0,1.0,False,False
6,43,437.0239937055861,0.0,1.0,False,False
7,0,101.05269521761306,0.0,1.0,False,False
7,1,95.75237087887493,0.0,1.0,False,False
7,2,153.05248114117938,0.0,1.0,False,False
7,3,99.86157775012269,0.0,1.0,False,False
7,4,39.904068849477035,0.0,1.0,False,False
7,5,125.77963479405406,0.0,1.0,False,False
7,6,1.527976028542865,0.26666666666666666,0.40486606738023834,True,True
7,7,38.197669869654,0.0,1.0,False,False
7,8,327.94673650376683,0.0,1.0,False,False
7,9,13.736751694175666,0.0,0.8434187923543917,True,False
7,10,66.17860256923325,0.0,1.0,False,False
7,11,28.765006863109036,0.0,1.0,False,False
7,12,65.9763606550805,0.0,1.0,False,False
7,13,160.2979276841554,0.0,1.0,False,False
7,14,236.11701294411824,0.0,1.0,False,False
7,15,185.20693139841322,0.0,1.0,False,False
7,16,73.15840958196114,0.0,1.0,False,False
7,17,117.99910701441071,0.0,1.0,False,False
7,18,122.42314168422045,0.0,1.0,False,False
7,19,273.05571889238047,0.0,1.0,False,False
7,20,216.06305515208496,0.0,1.0,False,False
7,21,243.08503596631326,0.0,1.0,False,False
7,22,298.52450513364766,0.0,1.0,False,False
7,23,275.73302005220097,0.0,1.0,False,False
7,24,116.85098584334658,0.0,1.0,False,False
7,25,298.71568754163394,0.0,1.0,False,False
7,26,111.15332646156423,0.0,1.0,False,False
7,27,218.86602000023623,0.0,1.0,False,False
7,28,170.09721333246782,0.0,1.0,False,False
7,29,241.89022337682283,0.0,1.0,False,False
7,30,241.25536862951253,0.0,1.0,False,False
7,31,283.2017722431357,0.0,1.0,False,False
7,32,183.49478115397125,0.0,1.0,False,False
7,33,242.49830024112484,0.0,1.0,False,False
7,34,327.233261509304,0.0,1.0,False,False
7,35,235.85428510343604,0.0,1.0,False,False
7,36,329.65514788779745,0.0,1.0,False,False
7,37,235.48164989658224,0.0,1.0,False,False
7,38,239.01420304282829,0.0,1.0,False,False
7,39,325.0364569507664,0.0,1.0,False,False
7,40,292.22495721590025,0.0,1.0,False,False
7,41,333.0194755181447,0.0,1.0,False,False
7,42,302.8050200463811,0.0,1.0,False,False
7,43,345.06069055354493,0.0,1.0,False,False
8,0,70.43433944795242,0.0,1.0,False,False
8,1,63.67527633490514,0.0,1.0,False,False
8,2,117.90540137529489,0.0,1.0,False,False
8,3,65.82203898639521,0.0,1.0,False,False
8,4,77.58477917210098,0.0,1.0,False,False
8,5,88.77080095414718,0.0,1.0,False,False
8,6,37.151784641398,0.0,1.0,False,False
8,7,0.5050762722761051,0.4642857142857143,0.2804840496640455,True,True
8,8,290.5442640765002,0.0,1.0,False,False
8,9,39.336979538135274,0.0,1.0,False,False
8,10,29.119913937975536,0.0,1.0,False,False
8,11,29.495243476789643,0.0,1.0,False,False
8,12,30.904890307165935,0.0,1.0,False,False
8,13,196.52763735642364,0.0,1.0,False,False
8,14,272.0377562330761,0.0,1.0,False,False
8,15,220.36132202566301,0.0,1.0,False,False
8,16,62.79420550415428,0.0,1.0,False,False
8,17,147.17811644121443,0.0,1.0,False,False
8,18,150.7721960509988,0.0,1.0,False,False
8,19,235.78494611897202,0.0,1.0,False,False
8,20,249.44274628352974,0.0,1.0,False,False
8,21,276.7406691456528,0.0,1.0,False,False
8,22,261.4262490138842,0.0,1.0,False,False
8,23,309.21554796297164,0.0,1.0,False,False
8,24,98.81858248779912,0.0,1.0,False,False
8,25,261.95686278313775,0.0,1.0,False,False
8,26,115.30938861185942,0.0,1.0,False,False
8,27,249.20152078023855,0.0,1.0,False,False
8,28,142.34153380126955,0.0,1.0,False,False
8,29,209.00847068079926,0.0,1.0,False,False
8,30,209.1567374394775,0.0,1.0,False,False
8,31,312.36603659221106,0.0,1.0,False,False
8,32,196.42438956587475,0.0,1.0,False,False
8,33,262.1209605491016,0.0,1.0,False,False
8,34,353.37996258868964,0.0,1.0,False,False
8,35,246.52782680207744,0.0,1.0,False,False
8,36,354.33676187537543,0.0,1.0,False,False
8,37,222.65405123332528,0.0,1.0,False,False
8,38,230.08501090878985,0.0,1.0,False,False
8,39,347.0808439613139,0.0,1.0,False,False
8,40,309.6038449637319,0.0,1.0,False,False
8,41,354.75661389471065,0.0,1.0,False,False
8,42,319.8999365235246,0.0,1.0,False,False
8,43,366.7595136002971,0.0,1.0,False,False
9,0,236.6997189361332,0.0,1.0,False,False
9,1,238.21564693454638,0.0,1.0,False,False
9,2,180.10652711967745,0.0,1.0,False,False
9,3,231.20055026847245,0.0,1.0,False,False
9,4,366.37962249254224,0.0,1.0,False,False
9,5,201.32070876533734,0.0,1.0,False,False
9,6,326.1339619099966,0.0,1.0,False,False
9,7,288.91814488613284,0.0,1.0,False,False
9,8,2.315407331574968,0.24489795918367346,0.43543620369753744,True,True
9,9,327.8348584950118,0.0,1.0,False,False
9,10,262.8808876870114,0.0,1.0,False,False
9,11,312.06414048682007,0.0,1.0,False,False
9,12,266.15101185438147,0.0,1.0,False,False
9,13,485.00758871497163,0.0,1.0,False,False
9,14,559.638003038075,0.0,1.0,False,False
9,15,506.97471446918445,0.0,1.0,False,False
9,16,303.85253184910454,0.0,1.0,False,False
9,17,425.66696032357396,0.0,1.0,False,False
9,18,427.50090968064353,0.0,1.0,False,False
9,19,91.8061060665962,0.0,1.0,False,False
9,20,531.943632143273,0.0,1.0,False,False
9,21,559.3576921592996,0.0,1.0,False,False
9,22,90.74521719872868,0.0,1.0,False,False
9,23,590.8350258555918,0.0,1.0,False,False
9,24,285.3956804936691,0.0,1.0,False,False
9,25,103.23449574202952,0.0,1.0,False,False
9,26,350.80007760039683,0.0,1.0,False,False
9,27,524.2655444630241,0.0,1.0,False,False
9,28,237.38371422188544,0.0,1.0,False,False
9,29,182.32030727388664,0.0,1.0,False,False
9,30,191.50899311636633,0.0,1.0,False,False
9,31,581.4396166222059,0.0,1.0,False,False
9,32,428.2569646576431,0.0,1.0,False,False
9,33,504.21459827251243,0.0,1.0,False,False
9,34,610.4919009381788,0.0,1.0,False,False
9,35,459.59477924701355,0.0,1.0,False,False
9,36,606.1177232555112,0.0,1.0,False,False
9,37,338.93562974569534,0.0,1.0,False,False
9,38,363.321291849392,0.0,1.0,False,False
9,39,589.5490037119712,0.0,1.0,False,False
9,40,537.914827004342,0.0,1.0,False,False
9,41,595.4645478765111,0.0,1.0,False,False
9,42,545.9001994666953,0.0,1.0,False,False
9,43,606.415996747374,0.0,1.0,False,False
10,0,109.73747081102243,0.0,1.0,False,False
10,1,103.54950506883169,0.0,1.0,False,False
10,2,158.5827859510609,0.0,1.0,False,False
10,3,106.33202716021171,0.0,1.0,False,False
10,4,44.79397280885008,0.0,1.0,False,False
10,5,128.8351660068011,0.0,1.0,False,False
10,6,18.66815470259447,0.0,0.9667038675648618,True,False
10,7,41.140004861448425,0.0,1.0,False,False
10,8,329.564106055256,0.0,1.0,False,False
10,9,3.5355339059327378,0.1509433962264151,0.512916649535111,True,True
10,10,65.50190836914601,0.0,1.0,False,False
10,11,18.12456896039186,0.0,0.9531142240097965,True,False
10,12,63.075351762792415,0.0,1.0,False,False
10,13,156.73066068896665,0.0,1.0,False,False
10,14,231.90623105039674,0.0,1.0,False,False
10,15,179.93471038129357,0.0,1.0,False,False
10,16,58.48504082241885,0.0,1.0,False,False
10,17,107.23105893350116,0.0,1.0,False,False
10,18,111.14180131705622,0.0,1.0,False,False
10,19,270.35624646011047,0.0,1.0,False,False
10,20,208.76422107248166,0.0,1.0,False,False
10,21,236.0603736335262,0.0,1.0,False,False
10,22,295.31423941286675,0.0,1.0,False,False
10,23,268.53770684952235,0.0,1.0,False,False
10,24,103.03640133467395,0.0,1.0,False,False
10,25,294.7855152479511,0.0,1.0,False,False
10,26,93.88556864609171,0.0,1.0,False,False
10,27,209.07534527055074,0.0,1.0,False,False
10,28,159.32513925931462,0.0,1.0,False,False
10,29,233.7830190582712,0.0,1.0,False,False
10,30,232.5650446649281,0.0,1.0,False,False
10,31,272.7022185461644,0.0,1.0,False,False
10,32,167.10026929960347,0.0,1.0,False,False
10,33,227.78169373327611,0.0,1.0,False,False
10,34,315.12933852626287,0.0,1.0,False,False
10,35,219.21336638079347,0.0,1.0,False,False
10,36,316.8856260545751,0.0,1.0,False,False
10,37,219.50056947534327,0.0,1.0,False,False
10,38,222.40615998663347,0.0,1.0,False,False
10,39,311.22419571749236,0.0,1.0,False,False
10,40,276.9557726424925,0.0,1.0,False,False
10,41,319.1057818341749,0.0,1.0,False,False
10,42,287.4760859619457,0.0,1.0,False,False
10,43,331.14422839602685,0.0,1.0,False,False
11,0,64.08241803843619,0.0,1.0,False,False
11,1,55.905506167413506,0.0,1.0,False,False
11,2,100.12977116911914,0.0,1.0,False,False
11,3,53.90031355802015,0.0,1.0,False,False
11,4,104.84867095797112,0.0,1.0,False,False
11,5,67.24154682809363,0.0,1.0,False,False
11,6,64.83242862682914,0.0,1.0,False,False
11,7,28.14198064067571,0.0,1.0,False,False
11,8,265.93602816162417,0.0,1.0,False,False
11,9,63.54217054851472,0.0,1.0,False,False
11,10,2.918309258049902,0.1875,0.47920773145124756,True,True
11,11,47.458768533789446,0.0,1.0,False,False
11,12,5.81285267302958,0.0,0.6453213168257395,True,False
11,13,220.30055540271297,0.0,1.0,False,False
11,14,295.100242108613,0.0,1.0,False,False
11,15,242.6984065232519,0.0,1.0,False,False
11,16,58.69465038204994,0.0,1.0,False,False
11,17,164.8899582967606,0.0,1.0,False,False
11,18,167.73888848667087,0.0,1.0,False,False
11,19,207.93348626602642,0.0,1.0,False,False
11,20,269.6889929021242,0.0,1.0,False,False
11,21,297.1316943741494,0.0,1.0,False,False
11,22,233.37906773358733,0.0,1.0,False,False
11,23,329.280438893683,0.0,1.0,False,False
11,24,82.91599353243664,0.0,1.0,False,False
11,25,233.65780764695228,0.0,1.0,False,False
11,26,115.93088921586072,0.0,1.0,False,False
11,27,266.49435979332264,0.0,1.0,False,False
11,28,117.26027065626347,0.0,1.0,False,False
11,29,180.90823435155832,0.0,1.0,False,False
11,30,181.34238882145306,0.0,1.0,False,False
11,31,328.14044690126514,0.0,1.0,False,False
11,32,200.30787254037944,0.0,1.0,False,False
11,33,270.1524286597176,0.0,1.0,False,False
11,34,366.18371963937125,0.0,1.0,False,False
11,35,247.71788973056022,0.0,1.0,False,False
11,36,365.8434441394771,0.0,1.0,False,False
11,37,206.68942045718165,0.0,1.0,False,False
11,38,216.82411846265498,0.0,1.0,False,False
11,39,356.36723676288835,0.0,1.0,False,False
11,40,315.328930976439,0.0,1.0,False,False
11,41,363.73462876840483,0.0,1.0,False,False
11,42,325.30568586515415,0.0,1.0,False,False
11,43,375.63251890138366,0.0,1.0,False,False
12,0,99.36454347502433,0.0,1.0,False,False
12,1,92.50135134148042,0.0,1.0,False,False
12,2,145.19814048396074,0.0,1.0,False,False
12,3,94.15147370062776,0.0,1.0,False,False
12,4,61.58327695080865,0.0,1.0,False,False
12,5,114.15997547301768,0.0,1.0,False,False
12,6,27.97320146139873,0.0,1.0,False,False
12,7,29.300170647967224,0.0,1.0,False,False
12,8,313.74910358437677,0.0,1.0,False,False
12,9,18.179658962697843,0.0,0.954491474067446,True,False
12,10,49.80461825975579,0.0,1.0,False,False
12,11,1.5811388300841898,0.2708333333333333,0.4041118040854381,True,True
12,12,46.56715580750021,0.0,1.0,False,False
12,13,172.51811499086116,0.0,1.0,False,False
12,14,247.2700952400027,0.0,1.0,False,False
12,15,194.92177918334318,0.0,1.0,False,False
12,16,46.502688094345686,0.0,1.0,False,False
12,17,118.96428035339011,0.0,1.0,False,False
12,18,122.3376475170256,0.0,1.0,False,False
12,19,253.42947736993816,0.0,1.0,False,False
12,20,222.53202016788507,0.0,1.0,False,False
12,21,249.9329910195931,0.0,1.0,False,False
12,22,278.3172650052454,0.0,1.0,False,False
12,23,282.2383744284253,0.0,1.0,False,False
12,24,89.6799866190891,0.0,1.0,False,False
12,25,277.7273843177874,0.0,1.0,False,False
12,26,90.8652849002302,0.0,1.0,False,False
12,27,220.99434381902176,0.0,1.0,False,False
12,28,143.54964298109556,0.0,1.0,False,False
12,29,217.0541407114824,0.0,1.0,False,False
12,30,215.991897996198,0.0,1.0,False,False
12,31,283.80362929321393,0.0,1.0,False,False
12,32,169.27049358940263,0.0,1.0,False,False
12,33,233.58617253596157,0.0,1.0,False,False
12,34,324.4572390932278,0.0,1.0,False,False
12,35,220.25553341516758,0.0,1.0,False,False
12,36,325.3959126971327,0.0,1.0,False,False
12,37,209.43376041125748,0.0,1.0,False,False
12,38,214.02453130424092,0.0,1.0,False,False
12,39,318.2931039152435,0.0,1.0,False,False
12,40,281.5359657308458,0.0,1.0,False,False
12,41,326.003834333279,0.0,1.0,False,False
12,42,291.9049502834784,0.0,1.0,False,False
12,43,338.0155321875017,0.0,1.0,False,False
13,0,259.6940641301692,0.0,1.0,False,False
13,1,255.115714486148,0.0,1.0,False,False
