uid,f1_before,f1_after,delta_after_minus_before,subset
colo320dm_qpcr_jq1_24h_ctrl_47,0.5161290322580645,0.782608695652174,0.26647966339410945,all_images
colo320dm_qpcr_jq1_24h_ctrl_48,0.3157894736842105,0.918032786885246,0.6022433132010355,all_images
colo320dm_qpcr_jq1_24h_ctrl_49,0.6037735849056604,0.8695652173913043,0.26579163248564397,all_images
colo320dm_qpcr_jq1_24h_ctrl_50,0.0,0.5882352941176471,0.5882352941176471,all_images
colo320dm_qpcr_jq1_24h_ctrl_55,0.1621621621621621,0.7605633802816901,0.5984012181195281,all_images
colo320dm_qpcr_jq1_24h_ctrl_58,0.0,0.8387096774193549,0.8387096774193549,all_images
colo320dm_qpcr_jq1_24h_ctrl_65,0.3076923076923077,0.8518518518518519,0.5441595441595442,all_images
colo320dm_qpcr_jq1_24h_ctrl_66_a,0.3055555555555556,0.8,0.49444444444444446,all_images
colo320dm_qpcr_jq1_24h_ctrl_67,0.5891472868217055,0.8555555555555555,0.26640826873385004,all_images
colo320dm_qpcr_jq1_24h_ctrl_69,0.0350877192982456,0.875,0.8399122807017544,all_images
colo320dm_qpcr_jq1_24h_ctrl_72,0.0512820512820512,0.8787878787878788,0.8275058275058276,all_images
colo320dm_qpcr_jq1_24h_ctrl_75,0.4705882352941176,0.76,0.2894117647058824,all_images
colo320dm_qpcr_jq1_24h_ctrl_78_a,0.2857142857142857,0.7868852459016393,0.5011709601873536,all_images
colo320dm_qpcr_jq1_24h_ctrl_78_b,0.28125,0.8545454545454545,0.5732954545454545,all_images
colo320dm_qpcr_jq1_24h_ctrl_79,0.1428571428571428,0.8695652173913043,0.7267080745341615,all_images
colo320dm_qpcr_jq1_24h_ctrl_8,0.32,0.8266666666666667,0.5066666666666666,all_images
colo320dm_qpcr_jq1_24h_ctrl_81,0.4266666666666667,0.8598130841121495,0.4331464174454828,all_images
colo320dm_qpcr_jq1_24h_ctrl_82,0.3902439024390244,0.8421052631578947,0.4518613607188703,all_images
colo320dm_qpcr_jq1_24h_ctrl_87_a,0.3,0.7407407407407407,0.4407407407407407,all_images
colo320dm_qpcr_jq1_24h_ctrl_87_b,0.5,0.9230769230769232,0.42307692307692324,all_images
colo320dm_qpcr_jq1_24h_ctrl_88,0.5822784810126582,0.9,0.3177215189873418,all_images
colo320dm_qpcr_jq1_24h_ctrl_89,0.3333333333333333,0.6857142857142857,0.3523809523809524,all_images
colo320dm_qpcr_jq1_24h_ctrl_9,0.08,0.9130434782608696,0.8330434782608697,all_images
colo320dm_qpcr_jq1_24h_ctrl_90,0.4273504273504273,0.9257142857142856,0.4983638583638583,all_images
colo320dm_qpcr_jq1_24h_ctrl_92,0.3835616438356164,0.7777777777777778,0.3942161339421614,all_images
colo320dm_qpcr_jq1_24h_ctrl_95,0.3414634146341463,0.8852459016393442,0.5437824870051979,all_images
colo320dm_qpcr_jq1_24h_ctrl_96,0.40625,0.7951807228915663,0.38893072289156627,all_images
colo320dm_qpcr_jq1_24h_ctrl_97,0.3551401869158878,0.8181818181818182,0.46304163126593045,all_images
colo320dm_qpcr_jq1_24h_ctrl_99,0.4489795918367347,0.8920863309352518,0.4431067390985171,all_images
colo320dm_qpcr_jq1_24h_dmso_104,0.0,0.0,0.0,all_images
colo320dm_qpcr_jq1_24h_dmso_111,0.0,0.05,0.05,all_images
colo320dm_qpcr_jq1_24h_dmso_49,0.0,0.0338983050847457,0.0338983050847457,all_images
colo320dm_qpcr_jq1_24h_dmso_6,0.0,0.1176470588235294,0.1176470588235294,all_images
colo320dm_qpcr_jq1_24h_dmso_88,0.0,0.0869565217391304,0.0869565217391304,all_images
ncih2170_antibiotics_blank_ctrl_1,0.4393442622950819,0.769825918762089,0.33048165646700706,all_images
ncih2170_antibiotics_blank_ctrl_100,0.0727272727272727,0.6046511627906976,0.5319238900634249,all_images
ncih2170_antibiotics_blank_ctrl_101,0.1512027491408934,0.7953667953667953,0.644164046225902,all_images
ncih2170_antibiotics_blank_ctrl_102,0.1302325581395348,0.8146143437077131,0.6843817855681783,all_images
ncih2170_antibiotics_blank_ctrl_103,0.0901639344262295,0.7594339622641509,0.6692700278379214,all_images
ncih2170_antibiotics_blank_ctrl_104,0.1709401709401709,0.6507936507936508,0.4798534798534799,all_images
ncih2170_antibiotics_blank_ctrl_105,0.22,0.8123393316195373,0.5923393316195373,all_images
ncih2170_antibiotics_blank_ctrl_106,0.0388349514563106,0.8078817733990148,0.7690468219427042,all_images
ncih2170_antibiotics_blank_ctrl_107,0.2136222910216718,0.7720848056537103,0.5584625146320386,all_images
ncih2170_antibiotics_blank_ctrl_109,0.0209424083769633,0.5822784810126582,0.561336072635695,all_images
ncih2170_antibiotics_blank_ctrl_11,0.1047120418848167,0.692063492063492,0.5873514501786754,all_images
ncih2170_antibiotics_blank_ctrl_110,0.1766004415011037,0.772785622593068,0.5961851810919643,all_images
ncih2170_antibiotics_blank_ctrl_111,0.1333333333333333,0.5338983050847458,0.4005649717514125,all_images
ncih2170_antibiotics_blank_ctrl_113,0.1263736263736263,0.7419898819561551,0.6156162555825289,all_images
ncih2170_antibiotics_blank_ctrl_114,0.2068965517241379,0.6925566343042071,0.4856600825800692,all_images
ncih2170_antibiotics_blank_ctrl_115,0.3157894736842105,0.6431095406360424,0.3273200669518319,all_images
ncih2170_antibiotics_blank_ctrl_116,0.2805970149253731,0.6615384615384615,0.38094144661308843,all_images
ncih2170_antibiotics_blank_ctrl_117,0.1891117478510028,0.6622073578595318,0.47309561000852896,all_images
ncih2170_antibiotics_blank_ctrl_118,0.1164241164241164,0.8051948051948052,0.6887706887706888,all_images
ncih2170_antibiotics_blank_ctrl_12,0.1481481481481481,0.796812749003984,0.6486646008558359,all_images
ncih2170_antibiotics_blank_ctrl_13,0.1290322580645161,0.6571428571428571,0.528110599078341,all_images
ncih2170_antibiotics_blank_ctrl_14,0.1401617250673854,0.7144906743185079,0.5743289492511225,all_images
ncih2170_antibiotics_blank_ctrl_15,0.1081081081081081,0.7431192660550459,0.6350111579469377,all_images
ncih2170_antibiotics_blank_ctrl_16,0.1,0.6037735849056604,0.5037735849056604,all_images
ncih2170_antibiotics_blank_ctrl_17,0.1552511415525114,0.7176015473887815,0.56235040583627,all_images
ncih2170_antibiotics_blank_ctrl_18,0.0481927710843373,0.7444794952681388,0.6962867241838016,all_images
ncih2170_antibiotics_blank_ctrl_19,0.0952380952380952,0.6266094420600858,0.5313713468219906,all_images
ncih2170_antibiotics_blank_ctrl_2,0.4099378881987577,0.7408312958435208,0.3308934076447631,all_images
ncih2170_antibiotics_blank_ctrl_20,0.1830985915492957,0.6601307189542484,0.47703212740495265,all_images
ncih2170_antibiotics_blank_ctrl_21,0.0603448275862069,0.6094182825484764,0.5490734549622696,all_images
ncih2170_antibiotics_blank_ctrl_22,0.1571428571428571,0.7121820615796519,0.5550392044367948,all_images
ncih2170_antibiotics_blank_ctrl_23,0.1812297734627831,0.7725490196078432,0.59131924614506,all_images
ncih2170_antibiotics_blank_ctrl_24,0.3404255319148936,0.7682539682539683,0.4278284363390747,all_images
ncih2170_antibiotics_blank_ctrl_25,0.2307692307692307,0.5467625899280576,0.31599335915882687,all_images
ncih2170_antibiotics_blank_ctrl_27,0.0906515580736544,0.6846846846846847,0.5940331266110302,all_images
ncih2170_antibiotics_blank_ctrl_28,0.2557377049180327,0.5945945945945946,0.3388568896765619,all_images
ncih2170_antibiotics_blank_ctrl_29,0.0526315789473684,0.6819923371647509,0.6293607582173826,all_images
ncih2170_antibiotics_blank_ctrl_30,0.0459770114942528,0.6699186991869919,0.623941687692739,all_images
ncih2170_antibiotics_blank_ctrl_31,0.0851063829787234,0.6238532110091743,0.5387468280304509,all_images
ncih2170_antibiotics_blank_ctrl_32,0.1132075471698113,0.587378640776699,0.4741710936068877,all_images
ncih2170_antibiotics_blank_ctrl_33,0.074074074074074,0.7889447236180904,0.7148706495440165,all_images
ncih2170_antibiotics_blank_ctrl_34,0.4426229508196721,0.4885496183206106,0.04592666750093849,all_images
ncih2170_antibiotics_blank_ctrl_35,0.1855670103092783,0.703030303030303,0.5174632927210248,all_images
ncih2170_antibiotics_blank_ctrl_37,0.1043478260869565,0.6693711967545639,0.5650233706676074,all_images
ncih2170_antibiotics_blank_ctrl_38,0.3195020746887966,0.8578255675029869,0.5383234928141902,all_images
ncih2170_antibiotics_blank_ctrl_39,0.2746781115879828,0.5811764705882353,0.3064983590002525,all_images
ncih2170_antibiotics_blank_ctrl_40,0.0542635658914728,0.6363636363636364,0.5821000704721635,all_images
ncih2170_antibiotics_blank_ctrl_41,0.2752293577981651,0.4868913857677903,0.2116620279696252,all_images
ncih2170_antibiotics_blank_ctrl_42,0.1411764705882353,0.5586854460093896,0.41750897542115434,all_images
ncih2170_antibiotics_blank_ctrl_43,0.0948616600790513,0.7669491525423728,0.6720874924633216,all_images
ncih2170_antibiotics_blank_ctrl_44,0.1871921182266009,0.6976744186046512,0.5104823003780503,all_images
ncih2170_antibiotics_blank_ctrl_47,0.1896024464831804,0.5654008438818565,0.37579839739867615,all_images
ncih2170_antibiotics_blank_ctrl_48,0.0493827160493827,0.6136363636363636,0.5642536475869809,all_images
ncih2170_antibiotics_blank_ctrl_5,0.1226415094339622,0.6507592190889371,0.5281177096549748,all_images
ncih2170_antibiotics_blank_ctrl_50,0.2331838565022421,0.7032967032967034,0.47011284679446125,all_images
ncih2170_antibiotics_blank_ctrl_51,0.1899441340782122,0.7349081364829396,0.5449640024047274,all_images
ncih2170_antibiotics_blank_ctrl_52,0.1142857142857142,0.8013029315960912,0.687017217310377,all_images
ncih2170_antibiotics_blank_ctrl_53,0.1162079510703364,0.6586102719033232,0.5424023208329868,all_images
ncih2170_antibiotics_blank_ctrl_55,0.1342756183745583,0.7134502923976608,0.5791746740231025,all_images
ncih2170_antibiotics_blank_ctrl_56,0.2756183745583039,0.7397849462365591,0.4641665716782552,all_images
ncih2170_antibiotics_blank_ctrl_57,0.1531914893617021,0.4431818181818182,0.2899903288201161,all_images
ncih2170_antibiotics_blank_ctrl_58,0.0904522613065326,0.7474226804123711,0.6569704191058385,all_images
ncih2170_antibiotics_blank_ctrl_59,0.1415929203539823,0.7365853658536585,0.5949924454996762,all_images
ncih2170_antibiotics_blank_ctrl_6,0.4461538461538462,0.7668997668997669,0.32074592074592073,all_images
ncih2170_antibiotics_blank_ctrl_60,0.136094674556213,0.7366482504604052,0.6005535759041922,all_images
ncih2170_antibiotics_blank_ctrl_61,0.1631205673758865,0.7628865979381443,0.5997660305622577,all_images
ncih2170_antibiotics_blank_ctrl_62,0.0946372239747634,0.6561151079136691,0.5614778839389057,all_images
ncih2170_antibiotics_blank_ctrl_63,0.2657657657657657,0.7203924316748423,0.45462666590907663,all_images
ncih2170_antibiotics_blank_ctrl_64,0.0454545454545454,0.5150214592274678,0.46956691377292237,all_images
ncih2170_antibiotics_blank_ctrl_65,0.1783439490445859,0.6857142857142857,0.5073703366696998,all_images
ncih2170_antibiotics_blank_ctrl_66,0.2059620596205962,0.7145299145299145,0.5085678549093183,all_images
ncih2170_antibiotics_blank_ctrl_67,0.1189591078066914,0.7739307535641547,0.6549716457574634,all_images
ncih2170_antibiotics_blank_ctrl_69,0.1322314049586777,0.71869918699187,0.5864677820331923,all_images
ncih2170_antibiotics_blank_ctrl_7,0.2340425531914893,0.6940509915014165,0.46000843830992716,all_images
ncih2170_antibiotics_blank_ctrl_70,0.0751565762004175,0.7870680044593088,0.7119114282588913,all_images
ncih2170_antibiotics_blank_ctrl_71,0.2228116710875331,0.8878648233486943,0.6650531522611612,all_images
ncih2170_antibiotics_blank_ctrl_74,0.2127659574468085,0.8443843031123139,0.6316183456655055,all_images
ncih2170_antibiotics_blank_ctrl_75,0.2451612903225806,0.8041237113402062,0.5589624210176256,all_images
ncih2170_antibiotics_blank_ctrl_76,0.2419659735349716,0.6456521739130435,0.4036862003780719,all_images
ncih2170_antibiotics_blank_ctrl_77,0.3951367781155015,0.7946768060836502,0.3995400279681487,all_images
ncih2170_antibiotics_blank_ctrl_78,0.2260869565217391,0.8745980707395499,0.6485111142178108,all_images
ncih2170_antibiotics_blank_ctrl_79,0.3069306930693069,0.5952813067150635,0.2883506136457566,all_images
ncih2170_antibiotics_blank_ctrl_80,0.4210526315789473,0.7817589576547231,0.36070632607577585,all_images
ncih2170_antibiotics_blank_ctrl_81,0.1785714285714285,0.6226415094339622,0.44407008086253374,all_images
ncih2170_antibiotics_blank_ctrl_82,0.128440366972477,0.5130434782608696,0.38460311128839264,all_images
ncih2170_antibiotics_blank_ctrl_84,0.1447368421052631,0.6801470588235294,0.5354102167182664,all_images
ncih2170_antibiotics_blank_ctrl_86,0.2317073170731707,0.8245614035087719,0.5928540864356012,all_images
ncih2170_antibiotics_blank_ctrl_87,0.16,0.6,0.43999999999999995,all_images
ncih2170_antibiotics_blank_ctrl_88_a,0.1653333333333333,0.6455026455026455,0.48016931216931213,all_images
ncih2170_antibiotics_blank_ctrl_89,0.110091743119266,0.6355140186915887,0.5254222755723228,all_images
ncih2170_antibiotics_blank_ctrl_9,0.494140625,0.7959183673469388,0.30177774234693877,all_images
ncih2170_antibiotics_blank_ctrl_96,0.4225352112676056,0.5249169435215947,0.10238173225398906,all_images
ncih2170_antibiotics_blank_ctrl_97,0.3804347826086957,0.5283018867924528,0.14786710418375715,all_images
ncih2170_antibiotics_blank_ctrl_98,0.3181818181818182,0.7553648068669528,0.43718298868513467,all_images
ncih2170_antibiotics_ps_10,0.0,0.4585987261146497,0.4585987261146497,all_images
ncih2170_antibiotics_ps_102_b,0.1037037037037037,0.7930283224400871,0.6893246187363834,all_images
ncih2170_antibiotics_ps_104,0.1071428571428571,0.7392739273927392,0.6321310702498821,all_images
ncih2170_antibiotics_ps_105,0.0408163265306122,0.6507936507936508,0.6099773242630386,all_images
ncih2170_antibiotics_ps_106,0.0458015267175572,0.5086705202312138,0.4628689935136566,all_images
ncih2170_antibiotics_ps_107_a,0.1710037174721189,0.7133182844243793,0.5423145669522604,all_images
ncih2170_antibiotics_ps_107_b,0.073394495412844,0.5944444444444444,0.5210499490316004,all_images
ncih2170_antibiotics_ps_111,0.1206030150753768,0.6486486486486487,0.5280456335732719,all_images
ncih2170_antibiotics_ps_112,0.0246913580246913,0.5641025641025641,0.5394112060778729,all_images
ncih2170_antibiotics_ps_113_a,0.032,0.4711111111111111,0.4391111111111111,all_images
ncih2170_antibiotics_ps_113_b,0.2125,0.6190476190476191,0.40654761904761905,all_images
ncih2170_antibiotics_ps_12,0.065359477124183,0.5943775100401606,0.5290180329159776,all_images
ncih2170_antibiotics_ps_13,0.0147783251231527,0.1104033970276008,0.09562507190444809,all_images
ncih2170_antibiotics_ps_14,0.2823529411764706,0.5681818181818182,0.28582887700534765,all_images
ncih2170_antibiotics_ps_16,0.0084388185654008,0.6666666666666666,0.6582278481012658,all_images
ncih2170_antibiotics_ps_17,0.0294117647058823,0.6348314606741573,0.605419695968275,all_images
ncih2170_antibiotics_ps_18,0.0405405405405405,0.3054187192118227,0.26487817867128216,all_images
ncih2170_antibiotics_ps_19,0.055813953488372,0.5166666666666667,0.46085271317829474,all_images
ncih2170_antibiotics_ps_20,0.0238095238095238,0.5084745762711864,0.48466505246166264,all_images
ncih2170_antibiotics_ps_21,0.0,0.4333333333333333,0.4333333333333333,all_images
ncih2170_antibiotics_ps_22,0.0327868852459016,0.6481481481481481,0.6153612629022466,all_images
ncih2170_antibiotics_ps_23,0.2142857142857142,0.5067873303167421,0.29250161603102787,all_images
ncih2170_antibiotics_ps_24,0.0544217687074829,0.6387832699619772,0.5843615012544943,all_images
ncih2170_antibiotics_ps_25,0.0067114093959731,0.8233151183970856,0.8166037090011125,all_images
ncih2170_antibiotics_ps_28,0.016,0.2906976744186046,0.2746976744186046,all_images
ncih2170_antibiotics_ps_29_a,0.0212765957446808,0.3742690058479532,0.3529924101032724,all_images
ncih2170_antibiotics_ps_29_b,0.0,0.2307692307692307,0.2307692307692307,all_images
ncih2170_antibiotics_ps_3,0.0946745562130177,0.686084142394822,0.5914095861818043,all_images
ncih2170_antibiotics_ps_30,0.0388349514563106,0.5060240963855421,0.4671891449292315,all_images
ncih2170_antibiotics_ps_31,0.0189274447949526,0.7588532883642496,0.739925843569297,all_images
ncih2170_antibiotics_ps_32,0.0294117647058823,0.3758389261744966,0.3464271614686143,all_images
ncih2170_antibiotics_ps_33,0.0272108843537414,0.4292237442922374,0.402012859938496,all_images
ncih2170_antibiotics_ps_34_b,0.1647058823529411,0.5921787709497207,0.4274728885967796,all_images
ncih2170_antibiotics_ps_34_c,0.1566265060240964,0.6505190311418685,0.4938925251177721,all_images
ncih2170_antibiotics_ps_35,0.2321428571428571,0.5671641791044776,0.3350213219616205,all_images
ncih2170_antibiotics_ps_36,0.0544217687074829,0.5724381625441696,0.5180163938366866,all_images
ncih2170_antibiotics_ps_37,0.0689655172413793,0.5555555555555556,0.4865900383141763,all_images
ncih2170_antibiotics_ps_38,0.3215130023640662,0.637593984962406,0.31608098259833983,all_images
ncih2170_antibiotics_ps_39,0.1408450704225352,0.5647058823529412,0.423860811930406,all_images
ncih2170_antibiotics_ps_4,0.0609756097560975,0.6228571428571429,0.5618815331010454,all_images
ncih2170_antibiotics_ps_40,0.0987654320987654,0.6538461538461539,0.5550807217473884,all_images
ncih2170_antibiotics_ps_41,0.0891719745222929,0.6196078431372549,0.5304358686149621,all_images
ncih2170_antibiotics_ps_42,0.2857142857142857,0.7272727272727273,0.4415584415584416,all_images
ncih2170_antibiotics_ps_43,0.0294117647058823,0.5454545454545454,0.5160427807486632,all_images
ncih2170_antibiotics_ps_44,0.2032432432432432,0.7682758620689655,0.5650326188257223,all_images
ncih2170_antibiotics_ps_45,0.18,0.6380368098159509,0.4580368098159509,all_images
ncih2170_antibiotics_ps_46,0.0818181818181818,0.5919540229885057,0.510135841170324,all_images
ncih2170_antibiotics_ps_47,0.1350210970464135,0.5917808219178082,0.4567597248713947,all_images
ncih2170_antibiotics_ps_48,0.0759493670886076,0.6258503401360545,0.5499009730474469,all_images
ncih2170_antibiotics_ps_49,0.1043478260869565,0.56353591160221,0.4591880855152535,all_images
ncih2170_antibiotics_ps_5,0.0996168582375478,0.6265060240963856,0.5268891658588377,all_images
ncih2170_antibiotics_ps_50,0.0392156862745098,0.5110132158590308,0.47179752958452104,all_images
ncih2170_antibiotics_ps_54,0.0465116279069767,0.616600790513834,0.5700891626068573,all_images
ncih2170_antibiotics_ps_55,0.1478260869565217,0.7079207920792079,0.5600947051226862,all_images
ncih2170_antibiotics_ps_56_a,0.15625,0.6131687242798354,0.4569187242798354,all_images
ncih2170_antibiotics_ps_56_b,0.2607003891050584,0.5326757090012331,0.2719753198961747,all_images
ncih2170_antibiotics_ps_57,0.054054054054054,0.3478260869565217,0.2937720329024677,all_images
ncih2170_antibiotics_ps_58,0.079646017699115,0.7178329571106095,0.6381869394114945,all_images
ncih2170_antibiotics_ps_61,0.1963636363636363,0.8308977035490606,0.6345340671854243,all_images
ncih2170_antibiotics_ps_62,0.1566265060240964,0.7363057324840764,0.5796792264599799,all_images
ncih2170_antibiotics_ps_63,0.0614035087719298,0.6286490156143923,0.5672455068424626,all_images
ncih2170_antibiotics_ps_64,0.0748299319727891,0.8491228070175438,0.7742928750447547,all_images
ncih2170_antibiotics_ps_65,0.072992700729927,0.5175438596491229,0.44455115891919583,all_images
ncih2170_antibiotics_ps_67,0.1529411764705882,0.7208480565371025,0.5679068800665144,all_images
ncih2170_antibiotics_ps_68,0.3035019455252918,0.7213930348258707,0.4178910893005789,all_images
ncih2170_antibiotics_ps_69,0.1182266009852216,0.6626506024096386,0.5444240014244169,all_images
ncih2170_antibiotics_ps_7,0.0394088669950738,0.6093023255813953,0.5698934585863215,all_images
ncih2170_antibiotics_ps_70,0.0774193548387096,0.7210031347962382,0.6435837799575286,all_images
ncih2170_antibiotics_ps_72,0.0689655172413793,0.4641350210970464,0.3951695038556671,all_images
ncih2170_antibiotics_ps_73,0.1155778894472361,0.6686567164179105,0.5530788269706743,all_images
ncih2170_antibiotics_ps_75,0.0842105263157894,0.6536585365853659,0.5694480102695765,all_images
ncih2170_antibiotics_ps_76,0.1940928270042194,0.7785888077858881,0.5844959807816688,all_images
ncih2170_antibiotics_ps_77,0.1824324324324324,0.6907775768535263,0.5083451444210938,all_images
ncih2170_antibiotics_ps_78,0.4705882352941176,0.6813880126182965,0.21079977732417893,all_images
ncih2170_antibiotics_ps_79,0.1,0.7389473684210527,0.6389473684210527,all_images
ncih2170_antibiotics_ps_8,0.0,0.0425531914893617,0.0425531914893617,all_images
ncih2170_antibiotics_ps_80,0.086092715231788,0.6502057613168725,0.5641130460850845,all_images
ncih2170_antibiotics_ps_81,0.0748440748440748,0.6514745308310992,0.5766304559870243,all_images
ncih2170_antibiotics_ps_82,0.1176470588235294,0.6692913385826772,0.5516442797591478,all_images
ncih2170_antibiotics_ps_83,0.2237762237762237,0.7012987012987013,0.4775224775224776,all_images
ncih2170_antibiotics_ps_84,0.0746268656716417,0.5820433436532507,0.507416477981609,all_images
ncih2170_antibiotics_ps_85,0.0612244897959183,0.5868544600938967,0.5256299702979784,all_images
ncih2170_antibiotics_ps_86,0.3443708609271523,0.6311111111111111,0.28674025018395877,all_images
ncih2170_antibiotics_ps_87,0.3957219251336898,0.7076023391812866,0.31188041404759675,all_images
ncih2170_antibiotics_ps_88,0.1564482029598308,0.7025862068965517,0.546138003936721,all_images
ncih2170_antibiotics_ps_89,0.109375,0.6923076923076923,0.5829326923076923,all_images
ncih2170_antibiotics_ps_9,0.03125,0.6256410256410256,0.5943910256410256,all_images
ncih2170_antibiotics_ps_90,0.2307692307692307,0.7041420118343196,0.47337278106508884,all_images
ncih2170_antibiotics_ps_92,0.0751173708920187,0.6630434782608695,0.5879261073688509,all_images
ncih2170_antibiotics_ps_94,0.0779220779220779,0.4444444444444444,0.3665223665223665,all_images
ncih2170_antibiotics_ps_95,0.4121475054229935,0.7355371900826446,0.3233896846596511,all_images
ncih2170_antibiotics_ps_97,0.0,0.6444444444444445,0.6444444444444445,all_images
ncih2170_antibiotics_ps_98_a,0.146788990825688,0.7010309278350515,0.5542419370093635,all_images
ncih2170_antibiotics_ps_98_b,0.1749049429657794,0.6807692307692308,0.5058642878034514,all_images
ncih2170_antibiotics_ps_99,0.3366336633663366,0.6601941747572816,0.323560511390945,all_images
ncih2170_antibiotics_ps_g_100,0.0899653979238754,0.6567164179104478,0.5667510199865724,all_images
ncih2170_antibiotics_ps_g_101,0.2181818181818181,0.6893617021276596,0.4711798839458415,all_images
ncih2170_antibiotics_ps_g_102,0.2835249042145594,0.7231121281464531,0.4395872239318937,all_images
ncih2170_antibiotics_ps_g_103,0.1918735891647855,0.6682389937106918,0.47636540454590637,all_images
ncih2170_antibiotics_ps_g_104,0.1030927835051546,0.562874251497006,0.4597814679918514,all_images
ncih2170_antibiotics_ps_g_105,0.3093922651933701,0.7322033898305085,0.4228111246371384,all_images
ncih2170_antibiotics_ps_g_106,0.3245033112582781,0.7195357833655706,0.3950324721072925,all_images
ncih2170_antibiotics_ps_g_107_a,0.073394495412844,0.5756097560975609,0.5022152606847169,all_images
ncih2170_antibiotics_ps_g_108,0.34,0.7593582887700535,0.4193582887700535,all_images
ncih2170_antibiotics_ps_g_110,0.3170731707317073,0.5033112582781457,0.1862380875464384,all_images
ncih2170_antibiotics_ps_g_111,0.1647058823529411,0.6407766990291263,0.47607081667618517,all_images
ncih2170_antibiotics_ps_g_112,0.1862745098039215,0.7142857142857143,0.5280112044817928,all_images
ncih2170_antibiotics_ps_g_113,0.1111111111111111,0.6107784431137725,0.4996673320026614,all_images
ncih2170_antibiotics_ps_g_114,0.1176470588235294,0.5518763796909493,0.4342293208674199,all_images
ncih2170_antibiotics_ps_g_115,0.1025641025641025,0.7242105263157895,0.621646423751687,all_images
ncih2170_antibiotics_ps_g_116,0.3880597014925373,0.7836734693877551,0.39561376789521774,all_images
ncih2170_antibiotics_ps_g_36,0.2386910490856593,0.7646695491043854,0.5259785000187261,all_images
ncih2170_antibiotics_ps_g_37,0.2621951219512195,0.7755102040816326,0.5133150821304131,all_images
ncih2170_antibiotics_ps_g_38,0.0177777777777777,0.7327188940092166,0.714941116231439,all_images
ncih2170_antibiotics_ps_g_39,0.0338983050847457,0.6306306306306306,0.596732325545885,all_images
ncih2170_antibiotics_ps_g_40,0.208695652173913,0.5378151260504201,0.32911947387650714,all_images
ncih2170_antibiotics_ps_g_42,0.1212121212121212,0.6995305164319249,0.5783183952198037,all_images
