upload_relpath,root_label,top_dir,filename,uid,ext,size_bytes,magic,format_ok,name_problems,manifest_key,abs_path
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_113.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_113.png,colo320dm_qpcr_jq1_24h_ctrl_113,.png,14808,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_113.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_113.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_114.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_114.png,colo320dm_qpcr_jq1_24h_ctrl_114,.png,12198,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_114.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_114.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_115.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_115.png,colo320dm_qpcr_jq1_24h_ctrl_115,.png,17605,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_115.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_115.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_12.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_12.png,colo320dm_qpcr_jq1_24h_ctrl_12,.png,12310,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_12.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_12.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_13.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_13.png,colo320dm_qpcr_jq1_24h_ctrl_13,.png,16843,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_13.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_13.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_14.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_14.png,colo320dm_qpcr_jq1_24h_ctrl_14,.png,12915,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_14.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_14.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_15.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_15.png,colo320dm_qpcr_jq1_24h_ctrl_15,.png,13187,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_15.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_15.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_16.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_16.png,colo320dm_qpcr_jq1_24h_ctrl_16,.png,11303,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_16.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_16.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_17.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_17.png,colo320dm_qpcr_jq1_24h_ctrl_17,.png,11307,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_17.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_17.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_18.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_18.png,colo320dm_qpcr_jq1_24h_ctrl_18,.png,12617,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_18.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_18.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_19.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_19.png,colo320dm_qpcr_jq1_24h_ctrl_19,.png,13263,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_19.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_19.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_2.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_2.png,colo320dm_qpcr_jq1_24h_ctrl_2,.png,11669,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_2.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_2.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_21.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_21.png,colo320dm_qpcr_jq1_24h_ctrl_21,.png,13769,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_21.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_21.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_22.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_22.png,colo320dm_qpcr_jq1_24h_ctrl_22,.png,11764,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_22.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_22.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_23.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_23.png,colo320dm_qpcr_jq1_24h_ctrl_23,.png,12105,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_23.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_23.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_24.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_24.png,colo320dm_qpcr_jq1_24h_ctrl_24,.png,14350,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_24.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_24.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_25.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_25.png,colo320dm_qpcr_jq1_24h_ctrl_25,.png,13500,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_25.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_25.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_26.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_26.png,colo320dm_qpcr_jq1_24h_ctrl_26,.png,12590,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_26.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_26.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_27.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_27.png,colo320dm_qpcr_jq1_24h_ctrl_27,.png,13331,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_27.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_27.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_28.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_28.png,colo320dm_qpcr_jq1_24h_ctrl_28,.png,12454,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_28.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_28.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_29.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_29.png,colo320dm_qpcr_jq1_24h_ctrl_29,.png,13551,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_29.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_29.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_3.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_3.png,colo320dm_qpcr_jq1_24h_ctrl_3,.png,15142,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_3.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_3.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_30.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_30.png,colo320dm_qpcr_jq1_24h_ctrl_30,.png,14407,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_30.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_30.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_31.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_31.png,colo320dm_qpcr_jq1_24h_ctrl_31,.png,22525,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_31.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_31.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_32.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_32.png,colo320dm_qpcr_jq1_24h_ctrl_32,.png,12618,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_32.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_32.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_33.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_33.png,colo320dm_qpcr_jq1_24h_ctrl_33,.png,13419,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_33.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_33.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_34.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_34.png,colo320dm_qpcr_jq1_24h_ctrl_34,.png,12198,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_34.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_34.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_35.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_35.png,colo320dm_qpcr_jq1_24h_ctrl_35,.png,12202,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_35.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_35.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_36.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_36.png,colo320dm_qpcr_jq1_24h_ctrl_36,.png,12258,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_36.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_36.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_37.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_37.png,colo320dm_qpcr_jq1_24h_ctrl_37,.png,15501,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_37.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_37.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_38.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_38.png,colo320dm_qpcr_jq1_24h_ctrl_38,.png,12671,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_38.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_38.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_39.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_39.png,colo320dm_qpcr_jq1_24h_ctrl_39,.png,12663,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_39.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_39.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_4.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_4.png,colo320dm_qpcr_jq1_24h_ctrl_4,.png,14412,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_4.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_4.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_40.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_40.png,colo320dm_qpcr_jq1_24h_ctrl_40,.png,12022,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_40.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_40.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_41.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_41.png,colo320dm_qpcr_jq1_24h_ctrl_41,.png,12591,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_41.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_41.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_42.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_42.png,colo320dm_qpcr_jq1_24h_ctrl_42,.png,11688,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_42.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_42.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_43.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_43.png,colo320dm_qpcr_jq1_24h_ctrl_43,.png,12331,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_43.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_43.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_44.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_44.png,colo320dm_qpcr_jq1_24h_ctrl_44,.png,15030,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_44.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_44.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_45.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_45.png,colo320dm_qpcr_jq1_24h_ctrl_45,.png,12375,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_45.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_45.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_46.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_46.png,colo320dm_qpcr_jq1_24h_ctrl_46,.png,14431,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_46.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_46.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_47.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_47.png,colo320dm_qpcr_jq1_24h_ctrl_47,.png,11811,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_47.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_47.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_48.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_48.png,colo320dm_qpcr_jq1_24h_ctrl_48,.png,11574,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_48.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_48.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_49.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_49.png,colo320dm_qpcr_jq1_24h_ctrl_49,.png,14241,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_49.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_49.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_5.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_5.png,colo320dm_qpcr_jq1_24h_ctrl_5,.png,11775,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_5.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_5.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_50.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_50.png,colo320dm_qpcr_jq1_24h_ctrl_50,.png,12408,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_50.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_50.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_51.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_51.png,colo320dm_qpcr_jq1_24h_ctrl_51,.png,12061,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_51.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_51.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_52.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_52.png,colo320dm_qpcr_jq1_24h_ctrl_52,.png,11298,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_52.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_52.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_53_a.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_53_a.png,colo320dm_qpcr_jq1_24h_ctrl_53_a,.png,14336,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_53_a.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_53_a.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_53_b.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_53_b.png,colo320dm_qpcr_jq1_24h_ctrl_53_b,.png,14336,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_53_b.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_53_b.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_54_a.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_54_a.png,colo320dm_qpcr_jq1_24h_ctrl_54_a,.png,17558,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_54_a.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_54_a.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_54_b.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_54_b.png,colo320dm_qpcr_jq1_24h_ctrl_54_b,.png,17558,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_54_b.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_54_b.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_55.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_55.png,colo320dm_qpcr_jq1_24h_ctrl_55,.png,11896,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_55.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_55.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_56.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_56.png,colo320dm_qpcr_jq1_24h_ctrl_56,.png,12222,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_56.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_56.png
predicted_roi/colo320dm_qpcr_jq1_24h_ctrl_57_a.png,predicted_roi,(root),colo320dm_qpcr_jq1_24h_ctrl_57_a.png,colo320dm_qpcr_jq1_24h_ctrl_57_a,.png,13025,PNG,yes,,all/colo320dm_qpcr_jq1_24h_ctrl_57_a.png,/proj/brunk_ecdna_cv_project/Poorya/River/output/all/colo320dm_qpcr_jq1_24h_ctrl_57_a.png
